Device;Net1;Net2;Capacitance [fF];Resistance [Ω]
C1;CTX_L10_0;CTX_L10_1;0.262;
C2;CTX_L10_0;CTX_L126_0;0.08;
C3;CTX_L10_0;CTX_L134_0;0.009;
C4;CTX_L10_0;CTX_L50_0;0.012;
C5;CTX_L10_0;CTX_L50_1;0.072;
C6;CTX_L10_0;CTX_L50_2;0.08;
C7;CTX_L10_0;CTX_L50_3;0.023;
C8;CTX_L10_0;CTX_L50_4;0.012;
C9;CTX_L10_0;VSUBS;1.262;
C10;CTX_L10_1;CTX_L126_0;0.06;
C11;CTX_L10_1;CTX_L134_0;0.001;
C12;CTX_L10_1;CTX_L50_2;0.012;
C13;CTX_L10_1;CTX_L50_3;0.019;
C14;CTX_L10_1;CTX_L50_4;0.031;
C15;CTX_L10_1;CTX_L50_5;0.092;
C16;CTX_L10_1;CTX_L50_6;0.031;
C17;CTX_L10_1;CTX_L8_0;0.001;
C18;CTX_L10_1;N;1.127;
C19;CTX_L10_1;VSUBS;0.718;
C20;CTX_L10_4;CTX_L10_5;0.31;
C21;CTX_L10_4;CTX_L134_0;0.002;
C22;CTX_L10_4;CTX_L50_10;0.027;
C23;CTX_L10_4;CTX_L50_11;0.023;
C24;CTX_L10_4;CTX_L50_12;0.019;
C25;CTX_L10_4;CTX_L50_8;0.092;
C26;CTX_L10_4;CTX_L50_9;0.031;
C27;CTX_L10_4;CTX_L8_0;0.002;
C28;CTX_L10_4;P;3.318;
C29;CTX_L10_4;VSUBS;0.577;
C30;CTX_L10_5;CTX_L10_6;1.127;
C31;CTX_L10_5;CTX_L126_0;0.018;
C32;CTX_L10_5;CTX_L126_1;0.055;
C33;CTX_L10_5;CTX_L134_0;0.009;
C34;CTX_L10_5;CTX_L50_10;0.019;
C35;CTX_L10_5;CTX_L50_11;0.023;
C36;CTX_L10_5;CTX_L50_12;0.072;
C37;CTX_L10_5;CTX_L50_13;0.08;
C38;CTX_L10_5;CTX_L50_9;0.015;
C39;CTX_L10_5;CTX_L8_0;0.01;
C40;CTX_L10_5;VSUBS;0.672;
C41;CTX_L10_6;CTX_L126_1;0.049;
C42;CTX_L10_6;CTX_L134_0;0.0;
C43;CTX_L10_6;CTX_L50_13;0.031;
C44;CTX_L10_6;CTX_L50_14;0.092;
C45;CTX_L10_6;CTX_L50_15;0.031;
C46;CTX_L10_6;CTX_L50_16;0.012;
C47;CTX_L10_6;CTX_L8_0;0.034;
C48;CTX_L10_6;VSUBS;0.927;
C49;CTX_L126_0;CTX_L126_1;0.616;
C50;CTX_L126_0;CTX_L134_0;0.129;
C51;CTX_L126_0;CTX_L50_0;0.013;
C52;CTX_L126_0;CTX_L50_1;0.031;
C53;CTX_L126_0;CTX_L50_10;0.03;
C54;CTX_L126_0;CTX_L50_11;0.025;
C55;CTX_L126_0;CTX_L50_12;0.021;
C56;CTX_L126_0;CTX_L50_2;0.052;
C57;CTX_L126_0;CTX_L50_3;0.202;
C58;CTX_L126_0;CTX_L50_4;0.263;
C59;CTX_L126_0;CTX_L50_5;0.117;
C60;CTX_L126_0;CTX_L50_6;0.063;
C61;CTX_L126_0;CTX_L50_7;0.058;
C62;CTX_L126_0;CTX_L50_8;0.043;
C63;CTX_L126_0;CTX_L50_9;0.036;
C64;CTX_L126_0;CTX_L8_0;0.006;
C65;CTX_L126_0;P;0.03;
C66;CTX_L126_0;VSUBS;1.238;
C67;CTX_L126_1;CTX_L134_0;0.116;
C68;CTX_L126_1;CTX_L50_10;0.039;
C69;CTX_L126_1;CTX_L50_11;0.046;
C70;CTX_L126_1;CTX_L50_12;0.079;
C71;CTX_L126_1;CTX_L50_13;0.149;
C72;CTX_L126_1;CTX_L50_14;0.161;
C73;CTX_L126_1;CTX_L50_15;0.161;
C74;CTX_L126_1;CTX_L50_16;0.071;
C75;CTX_L126_1;CTX_L50_5;0.003;
C76;CTX_L126_1;CTX_L50_6;0.016;
C77;CTX_L126_1;CTX_L50_7;0.019;
C78;CTX_L126_1;CTX_L50_8;0.027;
C79;CTX_L126_1;CTX_L50_9;0.032;
C80;CTX_L126_1;CTX_L8_0;0.026;
C81;CTX_L126_1;P;0.022;
C82;CTX_L126_1;VSUBS;1.301;
C83;CTX_L134_0;CTX_L50_0;0.004;
C84;CTX_L134_0;CTX_L50_1;0.01;
C85;CTX_L134_0;CTX_L50_10;0.009;
C86;CTX_L134_0;CTX_L50_11;0.009;
C87;CTX_L134_0;CTX_L50_12;0.01;
C88;CTX_L134_0;CTX_L50_13;0.002;
C89;CTX_L134_0;CTX_L50_15;0.001;
C90;CTX_L134_0;CTX_L50_16;0.005;
C91;CTX_L134_0;CTX_L50_2;0.011;
C92;CTX_L134_0;CTX_L50_3;0.009;
C93;CTX_L134_0;CTX_L50_4;0.0;
C94;CTX_L134_0;CTX_L50_5;0.002;
C95;CTX_L134_0;CTX_L50_6;0.009;
C96;CTX_L134_0;CTX_L50_7;0.01;
C97;CTX_L134_0;CTX_L50_8;0.01;
C98;CTX_L134_0;CTX_L50_9;0.009;
