Device;Net1;Net2;Capacitance [fF];Resistance [Ω]
C1;CTX_L10_0;CTX_L126_0;0.08;
C2;CTX_L10_0;CTX_L126_1,CTX_L134_0;0.034;
C3;CTX_L10_0;CTX_L30_0;0.05;
C4;CTX_L10_0;CTX_L30_1,CTX_L50_4;0.045;
C5;CTX_L10_0;CTX_L30_2,CTX_L50_0;0.004;
C6;CTX_L10_0;CTX_L30_3;0.035;
C7;CTX_L10_0;CTX_L30_4;0.035;
C8;CTX_L10_0;CTX_L30_5,CTX_L50_2;0.004;
C9;CTX_L10_0;CTX_L30_6;0.001;
C10;CTX_L10_0;CTX_L50_1;0.003;
C11;CTX_L10_0;CTX_L50_3;0.036;
C12;CTX_L10_0;CTX_L50_5;0.066;
C13;CTX_L10_0;CTX_L8_0;0.017;
C14;CTX_L10_0;FILL_L10_0;0.009;
C15;CTX_L10_0;FILL_L10_2;0.012;
C16;CTX_L10_0;FILL_L10_4;0.014;
C17;CTX_L10_0;FILL_L10_6;0.05;
C18;CTX_L10_0;FILL_L10_7;0.05;
C19;CTX_L10_0;FILL_L10_8;0.039;
C20;CTX_L10_0;FILL_L30_0;0.004;
C21;CTX_L10_0;FILL_L30_1;0.004;
C22;CTX_L10_0;FILL_L30_2;0.042;
C23;CTX_L10_0;FILL_L30_5;0.004;
C24;CTX_L10_0;FILL_L30_6;0.003;
C25;CTX_L10_0;FILL_L50_1;0.001;
C26;CTX_L10_0;FILL_L50_2;0.002;
C27;CTX_L10_0;FILL_L50_4;0.001;
C28;CTX_L10_0;FILL_L50_5;0.0;
C29;CTX_L10_0;FILL_L50_7;0.002;
C30;CTX_L10_0;FILL_L50_8;0.002;
C31;CTX_L10_0;FILL_L8_0;0.001;
C32;CTX_L10_0;FILL_L8_1;0.01;
C33;CTX_L10_0;FILL_L8_10;0.325;
C34;CTX_L10_0;FILL_L8_12;0.005;
C35;CTX_L10_0;FILL_L8_13;0.324;
C36;CTX_L10_0;FILL_L8_15;0.004;
C37;CTX_L10_0;FILL_L8_16;0.25;
C38;CTX_L10_0;FILL_L8_4;0.013;
C39;CTX_L10_0;FILL_L8_7;0.005;
C40;CTX_L10_0;FILL_L8_8;0.013;
C41;CTX_L10_0;FILL_L8_9;0.005;
C42;CTX_L10_0;N;0.015;
C43;CTX_L10_0;P;0.019;
C44;CTX_L10_0;VSUBS;0.928;
C45;CTX_L126_0;CTX_L126_1,CTX_L134_0;0.353;
C46;CTX_L126_0;CTX_L30_0;0.062;
C47;CTX_L126_0;CTX_L30_1,CTX_L50_4;0.074;
C48;CTX_L126_0;CTX_L30_2,CTX_L50_0;0.01;
C49;CTX_L126_0;CTX_L30_3;0.031;
C50;CTX_L126_0;CTX_L30_4;0.042;
C51;CTX_L126_0;CTX_L30_5,CTX_L50_2;0.11;
C52;CTX_L126_0;CTX_L30_6;0.002;
C53;CTX_L126_0;CTX_L50_1;0.109;
C54;CTX_L126_0;CTX_L50_3;0.277;
C55;CTX_L126_0;CTX_L50_5;0.035;
C56;CTX_L126_0;CTX_L8_0;0.008;
C57;CTX_L126_0;FILL_L10_0;0.002;
C58;CTX_L126_0;FILL_L10_4;0.002;
C59;CTX_L126_0;FILL_L10_5;0.002;
C60;CTX_L126_0;FILL_L10_6;0.029;
C61;CTX_L126_0;FILL_L10_7;0.036;
C62;CTX_L126_0;FILL_L10_8;0.006;
