assertion_id	source_file	source_sha256	physical_line	source_literal	classification	observed_values	upstream_v4_assertion	provenance_class
BRIDGE_BASE	vbicload.c	01cc4f1fe6c078df51147cf1ab6b60714b3fe68e704053769777528a1f1f3b06	N/A	byte-exact base vbicload.c (Ith-term V2 applied source)	bridge	base lines=4416; SHA bound 01cc4f1f	lineage official 752518c6 -> b3abd28a -> ee6b2aa9 -> e8939ea1 -> 01cc4f1f	bridge_row
BRIDGE_PATCH	vbicload.c	02b6934711b01da09a9c6abb86727ceeda89702a7e1d0e654c2c45209148e909	N/A	NGSPICE46-VBIC-IBE-SOURCE-DIAGNOSTIC-V1.patch (SHA-256 02b6934711b01da09a9c6abb86727ceeda89702a7e1d0e654c2c45209148e909, 4127 B)	bridge	numstat 17 additions / 3 deletions; patch dry-run exit 0; git apply --check exit 0; numstat cmd 17 3 spicelib/devices/vbic/vbicload.c; fresh -p0 apply byte-identical=True	applies to base 01cc4f1f	bridge_row
BRIDGE_APPLIED	vbicload.c	7590beda925230586f5abf90a13178b7518e9c23544d99376137d732685e27a3	N/A	final applied source vbicload_ibe_source_diag_v1.c	bridge	applied lines=4430	base + patch	bridge_row
BRIDGE_BRANCH	vbicload.c	01cc4f1fe6c078df51147cf1ab6b60714b3fe68e704053769777528a1f1f3b06	N/A	static branch resolution for the frozen candidate	bridge	p[32]=VBICportionIBEI (WBE): vbicdefs.h position, included npn13G2_NX_vbic model sets wbe=1.00, no instance override -> p[32]==1.0; p[98]=VBICtvbbe (VBBE): model does not set VBBE, vbicsetup.c defaults VBICvbbe=0.0, vbictemp.c carries it -> p[98]<=0.0; taken Ibe assignment is exactly line 3639; Ibex=0 is corroboration, not proof	vbicdefs.h / npn13G2_NX_vbic model / vbicsetup.c / vbictemp.c (CONFIRMED by reviewer)	bridge_row
BRIDGE_NONLIN	vbicload.c	01cc4f1fe6c078df51147cf1ab6b60714b3fe68e704053769777528a1f1f3b06	N/A	nonlinear primitives scoped to the taken Ibe dependency chain	bridge	taken chain: exp (3597, 3605), pow (2035, 2058); sqrt exists elsewhere pre-Ith (e.g., qbp/IVEF region) but NOT on the taken Ibe chain; no pnjlim/limv in the function	static scan of taken chain only	bridge_row
BRIDGE_OBS_SCOPE	vbicload.c	7590beda925230586f5abf90a13178b7518e9c23544d99376137d732685e27a3	N/A	marker observation scope	bridge	marker reads only: function locals (IBEIatT, expi, IBENatT, expn, argi, argn, Vtv, Tdev, rT, dT), call-input dereferences (*Ibe, *Vbei, *Vrth), and model-parameter array p[] (p[31], p[33], p[34], p[35], p[32], p[98]); expx/argx NOT read (unassigned on the taken p[98]<=0 branch); zero writes except the once flag	call-input p[] = function's model-parameter array copied from model state	bridge_row
CHG_039_D	vbicload.c	01cc4f1fe6c078df51147cf1ab6b60714b3fe68e704053769777528a1f1f3b06	39	    double *,double *);	deleted original line	double *,double *);	changed line 39 of 20	deleted_line
CHG_039_A	vbicload.c	7590beda925230586f5abf90a13178b7518e9c23544d99376137d732685e27a3	39	    double *,double *,int);	signature change: prototype gains trailing int parameter	double *,double *,int);	changed line 39 of 20	added_statement
CHG_739_D	vbicload.c	01cc4f1fe6c078df51147cf1ab6b60714b3fe68e704053769777528a1f1f3b06	739	                ,&Qcth_Vrth, &SCALE);	deleted original line	,&Qcth_Vrth, &SCALE);	changed line 739 of 20	deleted_line
CHG_739_A	vbicload.c	7590beda925230586f5abf90a13178b7518e9c23544d99376137d732685e27a3	739	                ,&Qcth_Vrth, &SCALE	call-site change part 1: original argument list tail preserved	,&Qcth_Vrth, &SCALE	changed line 739 of 20	added_statement
