Device;Net1;Net2;Capacitance [fF];Resistance [Ω]
C1;$10;$8;0.016;
C2;$10;vss;0.075;
C3;$10;VSUBS;0.307;
C4;$11;$9;0.016;
C5;$11;mode;0.001;
C6;$11;vss;0.009;
C7;$11;VSUBS;0.354;
C8;$2;$5;0.016;
C9;$2;cap2;0.001;
C10;$2;mode;0.001;
C11;$2;vr;0.037;
C12;$2;vss;0.008;
C13;$2;VSUBS;0.354;
C14;$4;$6;0.016;
C15;$4;vr;0.02;
C16;$4;vss;0.058;
C17;$4;VSUBS;0.307;
C18;$5;$7;0.016;
C19;$5;mode;0.001;
C20;$5;vr;0.002;
C21;$5;vss;0.007;
C22;$5;VSUBS;0.341;
C23;$6;$8;0.016;
C24;$6;vr;0.001;
C25;$6;vss;0.058;
C26;$6;VSUBS;0.307;
C27;$7;$9;0.016;
C28;$7;mode;0.001;
C29;$7;vr;0.0;
C30;$7;vss;0.007;
C31;$7;VSUBS;0.341;
C32;$8;vr;0.0;
C33;$8;vss;0.058;
C34;$8;VSUBS;0.307;
C35;$9;mode;0.001;
C36;$9;vss;0.007;
C37;$9;VSUBS;0.341;
C38;$I960;q;0.12;
C39;$I960;qn;0.056;
C40;$I960;sn;0.056;
C41;$I960;vss;0.091;
C42;$I960;VSUBS;0.035;
C43;$I961;d1g;0.12;
C44;$I961;en;0.056;
C45;$I961;qn;0.056;
C46;$I961;vss;0.091;
C47;$I961;VSUBS;0.035;
C48;$I962;d2g;0.12;
C49;$I962;en;0.056;
C50;$I962;q;0.056;
C51;$I962;vss;0.091;
C52;$I962;VSUBS;0.035;
C53;$I973;$I974;0.13;
C54;$I973;en;0.083;
C55;$I973;q;0.083;
C56;$I973;qn;0.046;
C57;$I973;vss;0.134;
C58;$I973;VSUBS;0.047;
C59;$I974;d2g;0.001;
C60;$I974;q;0.101;
C61;$I974;qn;0.134;
C62;$I974;rn;0.101;
C63;$I974;vss;0.004;
C64;$I974;VSUBS;0.047;
C65;a;c2;0.03;
C66;a;d2g;2.212;
C67;a;en;0.001;
C68;a;lsa;1.195;
C69;a;lsb;0.012;
C70;a;ob2;0.045;
C71;a;q;0.006;
C72;a;qn;0.084;
C73;a;rn;0.297;
C74;a;vdd;0.111;
C75;a;vss;0.227;
C76;c1;d1g;0.03;
C77;c1;en;0.078;
C78;c1;oa1;0.002;
C79;c1;ob1;1.846;
C80;c1;q;0.002;
C81;c1;qn;0.0;
C82;c1;sn;1.722;
C83;c1;vdd;0.308;
C84;c1;vss;0.339;
C85;c2;d2g;0.261;
C86;c2;en;0.012;
C87;c2;lsa;0.137;
C88;c2;lsb;0.069;
C89;c2;oa2;0.004;
C90;c2;ob2;1.904;
C91;c2;rn;1.658;
C92;c2;vcg;0.0;
C93;c2;vdd;0.378;
C94;c2;vdd12;0.001;
C95;c2;vss;0.335;
C96;ca1;cb1;0.027;
C97;ca1;d1g;0.057;
C98;ca1;nbias;0.063;
C99;ca1;oa1;0.147;
C100;ca1;tail1;0.437;
C101;ca1;vcg;0.307;
C102;ca1;vdd;0.003;
C103;ca1;vss;0.367;
C104;ca1;vth;0.017;
C105;ca2;cb2;0.027;
C106;ca2;d2g;0.001;
C107;ca2;nbias;0.107;
C108;ca2;oa2;0.145;
C109;ca2;tail2;0.437;
C110;ca2;vcg;0.336;
C111;ca2;vss;0.541;
C112;ca2;vth;0.017;
C113;cap1;cap2;1.779;
C114;cap1;cb1;0.017;
C115;cap1;d1g;2.598;
C116;cap1;isrc;0.633;
C117;cap1;nbias;0.485;
C118;cap1;tail1;0.476;
C119;cap1;vdd;0.061;
C120;cap1;vss;9.385;
C121;cap1;vth;0.103;
C122;cap2;cb2;0.017;
C123;cap2;d2g;2.729;
C124;cap2;do;0.023;
C125;cap2;isrc;1.159;
C126;cap2;mode;0.067;
C127;cap2;moden;0.039;
C128;cap2;nbias;0.594;
C129;cap2;tail2;0.479;
C130;cap2;vdd;0.064;
C131;cap2;vr;0.033;
C132;cap2;vref;0.092;
C133;cap2;vss;8.545;
C134;cap2;vth;0.154;
C135;cb1;cb2;0.004;
C136;cb1;d2g;0.001;
C137;cb1;nbias;0.153;
C138;cb1;oa1;0.002;
C139;cb1;ob1;0.143;
C140;cb1;tail1;0.437;
C141;cb1;vcg;0.336;
C142;cb1;vss;0.538;
C143;cb2;d2g;0.001;
C144;cb2;nbias;0.164;
C145;cb2;oa2;0.002;
C146;cb2;ob2;0.143;
C147;cb2;tail2;0.437;
C148;cb2;vcg;0.336;
C149;cb2;vss;0.536;
C150;d1g;d2g;0.051;
C151;d1g;en;2.107;
C152;d1g;isrc;1.287;
C153;d1g;nbias;0.069;
C154;d1g;oa1;0.097;
C155;d1g;ob1;0.036;
C156;d1g;q;0.006;
C157;d1g;qn;1.919;
C158;d1g;sn;0.12;
C159;d1g;tail1;0.039;
C160;d1g;vcg;0.028;
C161;d1g;vdd;0.4;
C162;d1g;vss;0.697;
C163;d1g;vth;0.324;
C164;d2g;do;0.152;
C165;d2g;en;2.639;
C166;d2g;fon;0.001;
C167;d2g;fout;0.0;
C168;d2g;isrc;1.278;
C169;d2g;lsa;0.266;
C170;d2g;lsb;0.777;
C171;d2g;moden;0.008;
C172;d2g;nbias;0.103;
C173;d2g;oa1;0.023;
C174;d2g;oa2;0.053;
