 time            v(a)            v(m)            v(p0)           v(p1)           i(Vdrive)       i(v.xattach.vmeasure) i(v.xattach.vport0) i(v.xattach.vport1) v(xattach.av)   v(xattach.f0)   v(xattach.f1)  
 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 
 1.00000000e-11  5.00000000e-05  5.00000000e-05  5.00000000e-05  5.00000000e-05 -5.00500000e-05  5.00500000e-05  1.66833333e-05  3.33666667e-05  5.00000000e-05  5.00000000e-05  5.00000000e-05 
 2.00000000e-11  1.00000000e-04  1.00000000e-04  1.00000000e-04  1.00000000e-04 -5.01000000e-05  5.01000000e-05  1.67000000e-05  3.34000000e-05  1.00000000e-04  1.00000000e-04  1.00000000e-04 
 2.04972404e-11  1.02486202e-04  1.02486202e-04  1.02486202e-04  1.02486202e-04 -5.01024862e-05  5.01024862e-05  1.67008287e-05  3.34016575e-05  1.02486202e-04  1.02486202e-04  1.02486202e-04 
 2.14917212e-11  1.07458606e-04  1.07458606e-04  1.07458606e-04  1.07458606e-04 -5.01074586e-05  5.01074586e-05  1.67024862e-05  3.34049724e-05  1.07458606e-04  1.07458606e-04  1.07458606e-04 
 2.34806827e-11  1.17403413e-04  1.17403413e-04  1.17403413e-04  1.17403413e-04 -5.01174034e-05  5.01174034e-05  1.67058011e-05  3.34116023e-05  1.17403413e-04  1.17403413e-04  1.17403413e-04 
 2.74586058e-11  1.37293029e-04  1.37293029e-04  1.37293029e-04  1.37293029e-04 -5.01372930e-05  5.01372930e-05  1.67124310e-05  3.34248620e-05  1.37293029e-04  1.37293029e-04  1.37293029e-04 
 3.54144519e-11  1.77072260e-04  1.77072260e-04  1.77072260e-04  1.77072260e-04 -5.01770723e-05  5.01770723e-05  1.67256908e-05  3.34513815e-05  1.77072260e-04  1.77072260e-04  1.77072260e-04 
 5.13261442e-11  2.56630721e-04  2.56630721e-04  2.56630721e-04  2.56630721e-04 -5.02566307e-05  5.02566307e-05  1.67522102e-05  3.35044205e-05  2.56630721e-04  2.56630721e-04  2.56630721e-04 
 8.31495288e-11  4.15747644e-04  4.15747644e-04  4.15747644e-04  4.15747644e-04 -5.04157476e-05  5.04157476e-05  1.68052492e-05  3.36104984e-05  4.15747644e-04  4.15747644e-04  4.15747644e-04 
 1.46796298e-10  7.33981490e-04  7.33981490e-04  7.33981490e-04  7.33981490e-04 -5.07339815e-05  5.07339815e-05  1.69113272e-05  3.38226543e-05  7.33981490e-04  7.33981490e-04  7.33981490e-04 
 2.74089836e-10  1.37044918e-03  1.37044918e-03  1.37044918e-03  1.37044918e-03 -5.13704492e-05  5.13704492e-05  1.71234831e-05  3.42469661e-05  1.37044918e-03  1.37044918e-03  1.37044918e-03 
 5.28676913e-10  2.64338457e-03  2.64338457e-03  2.64338457e-03  2.64338457e-03 -5.26433846e-05  5.26433846e-05  1.75477949e-05  3.50955897e-05  2.64338457e-03  2.64338457e-03  2.64338457e-03 
 1.03785107e-09  5.18925534e-03  5.18925534e-03  5.18925534e-03  5.18925534e-03 -5.51892554e-05  5.51892553e-05  1.83964185e-05  3.67928369e-05  5.18925534e-03  5.18925534e-03  5.18925534e-03 
 2.03785107e-09  1.01892553e-02  1.01892553e-02  1.01892553e-02  1.01892553e-02 -6.01892554e-05  6.01892553e-05  2.00630851e-05  4.01261702e-05  1.01892553e-02  1.01892553e-02  1.01892553e-02 
 3.03785107e-09  1.51892553e-02  1.51892553e-02  1.51892553e-02  1.51892553e-02 -6.51892554e-05  6.51892554e-05  2.17297518e-05  4.34595036e-05  1.51892553e-02  1.51892553e-02  1.51892553e-02 
 4.03785107e-09  2.01892553e-02  2.01892553e-02  2.01892553e-02  2.01892553e-02 -7.01892555e-05  7.01892554e-05  2.33964185e-05  4.67928369e-05  2.01892553e-02  2.01892553e-02  2.01892553e-02 
 5.03785107e-09  2.51892553e-02  2.51892553e-02  2.51892553e-02  2.51892553e-02 -7.51892555e-05  7.51892554e-05  2.50630851e-05  5.01261703e-05  2.51892553e-02  2.51892553e-02  2.51892553e-02 
 6.03785107e-09  3.01892553e-02  3.01892553e-02  3.01892553e-02  3.01892553e-02 -8.01892555e-05  8.01892554e-05  2.67297518e-05  5.34595036e-05  3.01892553e-02  3.01892553e-02  3.01892553e-02 
 7.03785107e-09  3.51892553e-02  3.51892553e-02  3.51892553e-02  3.51892553e-02 -8.51892555e-05  8.51892554e-05  2.83964185e-05  5.67928369e-05  3.51892553e-02  3.51892553e-02  3.51892553e-02 
 8.03785107e-09  4.01892553e-02  4.01892553e-02  4.01892553e-02  4.01892553e-02 -9.01892556e-05  9.01892554e-05  3.00630852e-05  6.01261703e-05  4.01892553e-02  4.01892553e-02  4.01892553e-02 
 9.03785107e-09  4.51892553e-02  4.51892553e-02  4.51892553e-02  4.51892553e-02 -9.51892556e-05  9.51892554e-05  3.17297518e-05  6.34595036e-05  4.51892553e-02  4.51892553e-02  4.51892553e-02 
 1.00378511e-08  5.01892553e-02  5.01892553e-02  5.01892553e-02  5.01892553e-02 -1.00189256e-04  1.00189255e-04  3.33964185e-05  6.67928370e-05  5.01892553e-02  5.01892553e-02  5.01892553e-02 
 1.10378511e-08  5.51892553e-02  5.51892553e-02  5.51892553e-02  5.51892553e-02 -1.05189256e-04  1.05189255e-04  3.50630852e-05  7.01261703e-05  5.51892553e-02  5.51892553e-02  5.51892553e-02 
 1.20378511e-08  6.01892553e-02  6.01892553e-02  6.01892553e-02  6.01892553e-02 -1.10189256e-04  1.10189255e-04  3.67297519e-05  7.34595037e-05  6.01892553e-02  6.01892553e-02  6.01892553e-02 
 1.30378511e-08  6.51892553e-02  6.51892553e-02  6.51892553e-02  6.51892553e-02 -1.15189256e-04  1.15189255e-04  3.83964185e-05  7.67928370e-05  6.51892553e-02  6.51892553e-02  6.51892553e-02 
 1.40378511e-08  7.01892553e-02  7.01892553e-02  7.01892553e-02  7.01892553e-02 -1.20189256e-04  1.20189255e-04  4.00630852e-05  8.01261703e-05  7.01892553e-02  7.01892553e-02  7.01892553e-02 
 1.50378511e-08  7.51892553e-02  7.51892553e-02  7.51892553e-02  7.51892553e-02 -1.25189256e-04  1.25189255e-04  4.17297519e-05  8.34595037e-05  7.51892553e-02  7.51892553e-02  7.51892553e-02 
 1.60378511e-08  8.01892553e-02  8.01892553e-02  8.01892553e-02  8.01892553e-02 -1.30189256e-04  1.30189255e-04  4.33964186e-05  8.67928370e-05  8.01892553e-02  8.01892553e-02  8.01892553e-02 
 1.70378511e-08  8.51892553e-02  8.51892553e-02  8.51892553e-02  8.51892553e-02 -1.35189256e-04  1.35189255e-04  4.50630852e-05  9.01261704e-05  8.51892553e-02  8.51892553e-02  8.51892553e-02 
 1.80378511e-08  9.01892553e-02  9.01892553e-02  9.01892553e-02  9.01892553e-02 -1.40189256e-04  1.40189255e-04  4.67297519e-05  9.34595037e-05  9.01892553e-02  9.01892553e-02  9.01892553e-02 
 1.90378511e-08  9.51892553e-02  9.51892553e-02  9.51892553e-02  9.51892553e-02 -1.45189256e-04  1.45189255e-04  4.83964186e-05  9.67928370e-05  9.51892553e-02  9.51892553e-02  9.51892553e-02 
 2.00378511e-08  1.00189255e-01  1.00189255e-01  1.00189255e-01  1.00189255e-01 -1.50189256e-04  1.50189255e-04  5.00630852e-05  1.00126170e-04  1.00189255e-01  1.00189255e-01  1.00189255e-01 
