 time            v(a)            v(m)            i(Vdrive)       i(Vmeasure)    
 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 
 1.00000000e-11  5.00000000e-05  5.00000000e-05 -5.00500000e-05  5.00500000e-05 
 2.00000000e-11  1.00000000e-04  1.00000000e-04 -5.01000000e-05  5.01000000e-05 
 2.13155744e-11  1.06577872e-04  1.06577872e-04 -5.01065779e-05  5.01065779e-05 
 2.39467232e-11  1.19733616e-04  1.19733616e-04 -5.01197336e-05  5.01197336e-05 
 2.92090208e-11  1.46045104e-04  1.46045104e-04 -5.01460451e-05  5.01460451e-05 
 3.97336160e-11  1.98668080e-04  1.98668080e-04 -5.01986681e-05  5.01986681e-05 
 6.07828064e-11  3.03914032e-04  3.03914032e-04 -5.03039140e-05  5.03039140e-05 
 1.02881187e-10  5.14405936e-04  5.14405936e-04 -5.05144059e-05  5.05144059e-05 
 1.87077949e-10  9.35389744e-04  9.35389744e-04 -5.09353897e-05  5.09353897e-05 
 3.55471472e-10  1.77735736e-03  1.77735736e-03 -5.17773574e-05  5.17773574e-05 
 6.92258518e-10  3.46129259e-03  3.46129259e-03 -5.34612926e-05  5.34612926e-05 
 1.36583261e-09  6.82916305e-03  6.82916305e-03 -5.68291631e-05  5.68291631e-05 
 2.36583261e-09  1.18291631e-02  1.18291631e-02 -6.18291631e-05  6.18291631e-05 
 3.36583261e-09  1.68291631e-02  1.68291631e-02 -6.68291631e-05  6.68291631e-05 
 4.36583261e-09  2.18291631e-02  2.18291631e-02 -7.18291631e-05  7.18291631e-05 
 5.36583261e-09  2.68291631e-02  2.68291631e-02 -7.68291631e-05  7.68291631e-05 
 6.36583261e-09  3.18291631e-02  3.18291631e-02 -8.18291631e-05  8.18291631e-05 
 7.36583261e-09  3.68291631e-02  3.68291631e-02 -8.68291631e-05  8.68291631e-05 
 8.36583261e-09  4.18291631e-02  4.18291631e-02 -9.18291631e-05  9.18291631e-05 
 9.36583261e-09  4.68291631e-02  4.68291631e-02 -9.68291631e-05  9.68291631e-05 
 1.03658326e-08  5.18291631e-02  5.18291631e-02 -1.01829163e-04  1.01829163e-04 
 1.13658326e-08  5.68291631e-02  5.68291631e-02 -1.06829163e-04  1.06829163e-04 
 1.23658326e-08  6.18291631e-02  6.18291631e-02 -1.11829163e-04  1.11829163e-04 
 1.33658326e-08  6.68291631e-02  6.68291631e-02 -1.16829163e-04  1.16829163e-04 
 1.43658326e-08  7.18291631e-02  7.18291631e-02 -1.21829163e-04  1.21829163e-04 
 1.53658326e-08  7.68291631e-02  7.68291631e-02 -1.26829163e-04  1.26829163e-04 
 1.63658326e-08  8.18291631e-02  8.18291631e-02 -1.31829163e-04  1.31829163e-04 
 1.73658326e-08  8.68291631e-02  8.68291631e-02 -1.36829163e-04  1.36829163e-04 
 1.83658326e-08  9.18291631e-02  9.18291631e-02 -1.41829163e-04  1.41829163e-04 
 1.93658326e-08  9.68291631e-02  9.68291631e-02 -1.46829163e-04  1.46829163e-04 
 2.03658326e-08  1.01829163e-01  1.01829163e-01 -1.51829163e-04  1.51829163e-04 
 2.13658326e-08  1.06829163e-01  1.06829163e-01 -1.56829163e-04  1.56829163e-04 
 2.23658326e-08  1.11829163e-01  1.11829163e-01 -1.61829163e-04  1.61829163e-04 
 2.33658326e-08  1.16829163e-01  1.16829163e-01 -1.66829163e-04  1.66829163e-04 
 2.43658326e-08  1.21829163e-01  1.21829163e-01 -1.71829163e-04  1.71829163e-04 
 2.53658326e-08  1.26829163e-01  1.26829163e-01 -1.76829163e-04  1.76829163e-04 
 2.63658326e-08  1.31829163e-01  1.31829163e-01 -1.81829163e-04  1.81829163e-04 
 2.73658326e-08  1.36829163e-01  1.36829163e-01 -1.86829163e-04  1.86829163e-04 
 2.83658326e-08  1.41829163e-01  1.41829163e-01 -1.91829163e-04  1.91829163e-04 
 2.93658326e-08  1.46829163e-01  1.46829163e-01 -1.96829163e-04  1.96829163e-04 
 3.03658326e-08  1.51829163e-01  1.51829163e-01 -2.01829163e-04  2.01829163e-04 
 3.13658326e-08  1.56829163e-01  1.56829163e-01 -2.06829163e-04  2.06829163e-04 
 3.23658326e-08  1.61829163e-01  1.61829163e-01 -2.11829163e-04  2.11829163e-04 
 3.33658326e-08  1.66829163e-01  1.66829163e-01 -2.16829163e-04  2.16829163e-04 
 3.43658326e-08  1.71829163e-01  1.71829163e-01 -2.21829163e-04  2.21829163e-04 
 3.53658326e-08  1.76829163e-01  1.76829163e-01 -2.26829163e-04  2.26829163e-04 
 3.63658326e-08  1.81829163e-01  1.81829163e-01 -2.31829163e-04  2.31829163e-04 
 3.73658326e-08  1.86829163e-01  1.86829163e-01 -2.36829163e-04  2.36829163e-04 
 3.83658326e-08  1.91829163e-01  1.91829163e-01 -2.41829163e-04  2.41829163e-04 
 3.93658326e-08  1.96829163e-01  1.96829163e-01 -2.46829163e-04  2.46829163e-04 
 4.03658326e-08  2.01829163e-01  2.01829163e-01 -2.51829163e-04  2.51829163e-04 
 4.13658326e-08  2.06829163e-01  2.06829163e-01 -2.56829163e-04  2.56829163e-04 
 4.23658326e-08  2.11829163e-01  2.11829163e-01 -2.61829163e-04  2.61829163e-04 
 4.33658326e-08  2.16829163e-01  2.16829163e-01 -2.66829163e-04  2.66829163e-04 
 4.43658326e-08  2.21829163e-01  2.21829163e-01 -2.71829163e-04  2.71829163e-04 
 4.53658326e-08  2.26829163e-01  2.26829163e-01 -2.76829164e-04  2.76829163e-04 
