 time            v(isense)      
 3.98560000e-07  1.00013803e+00 
 4.00560000e-07  1.00013803e+00 
 4.02560000e-07  1.00013803e+00 
 4.04560000e-07  1.00013803e+00 
 4.06560000e-07  1.00013803e+00 
 4.08560000e-07  1.00013803e+00 
 4.10560000e-07  1.00013803e+00 
 4.12560000e-07  1.00013803e+00 
 4.14560000e-07  1.00013803e+00 
 4.16560000e-07  1.00013803e+00 
 4.18560000e-07  1.00013803e+00 
 4.20560000e-07  1.00013803e+00 
 4.22560000e-07  1.00013803e+00 
 4.24560000e-07  1.00013803e+00 
 4.26560000e-07  1.00013803e+00 
 4.28560000e-07  1.00013803e+00 
 4.30560000e-07  1.00013803e+00 
 4.32560000e-07  1.00013803e+00 
 4.34560000e-07  1.00013803e+00 
 4.36560000e-07  1.00013803e+00 
 4.38560000e-07  1.00013803e+00 
 4.40560000e-07  1.00013803e+00 
 4.42560000e-07  1.00013803e+00 
 4.44560000e-07  1.00013803e+00 
 4.46560000e-07  1.00013803e+00 
 4.48560000e-07  1.00013803e+00 
 4.50560000e-07  1.00013803e+00 
 4.52560000e-07  1.00013803e+00 
 4.54560000e-07  1.00013803e+00 
 4.56560000e-07  1.00013803e+00 
 4.58560000e-07  1.00013803e+00 
 4.60560000e-07  1.00013803e+00 
 4.62560000e-07  1.00013803e+00 
 4.64560000e-07  1.00013803e+00 
 4.66560000e-07  1.00013803e+00 
 4.68560000e-07  1.00013803e+00 
 4.70560000e-07  1.00013803e+00 
 4.72560000e-07  1.00013803e+00 
 4.74560000e-07  1.00013803e+00 
 4.76560000e-07  1.00013803e+00 
 4.78560000e-07  1.00013803e+00 
 4.80560000e-07  1.00013803e+00 
 4.82560000e-07  1.00013803e+00 
 4.84560000e-07  1.00013803e+00 
 4.86560000e-07  1.00013803e+00 
 4.88560000e-07  1.00013803e+00 
 4.90560000e-07  1.00013803e+00 
 4.92560000e-07  1.00013803e+00 
 4.94560000e-07  1.00013803e+00 
 4.96560000e-07  1.00013803e+00 
 4.98560000e-07  1.00013803e+00 
 5.00560000e-07  1.00013803e+00 
 5.02560000e-07  1.00013803e+00 
 5.04560000e-07  1.00013803e+00 
 5.06560000e-07  1.00013803e+00 
 5.08560000e-07  1.00013803e+00 
 5.10560000e-07  1.00013803e+00 
 5.12560000e-07  1.00013803e+00 
 5.14560000e-07  1.00013803e+00 
 5.16560000e-07  1.00013803e+00 
 5.18560000e-07  1.00013803e+00 
 5.20560000e-07  1.00013803e+00 
 5.22560000e-07  1.00013803e+00 
 5.24560000e-07  1.00013803e+00 
 5.26560000e-07  1.00013803e+00 
 5.28560000e-07  1.00013803e+00 
 5.30560000e-07  1.00013803e+00 
 5.32560000e-07  1.00013803e+00 
 5.34560000e-07  1.00013803e+00 
 5.36560000e-07  1.00013803e+00 
 5.38560000e-07  1.00013803e+00 
 5.40560000e-07  1.00013803e+00 
 5.42560000e-07  1.00013803e+00 
 5.44560000e-07  1.00013803e+00 
 5.46560000e-07  1.00013803e+00 
 5.48560000e-07  1.00013803e+00 
 5.50560000e-07  1.00013803e+00 
 5.52560000e-07  1.00013803e+00 
 5.54560000e-07  1.00013803e+00 
 5.56560000e-07  1.00013803e+00 
 5.58560000e-07  1.00013803e+00 
 5.60560000e-07  1.00013803e+00 
 5.62560000e-07  1.00013803e+00 
 5.64560000e-07  1.00013803e+00 
 5.66560000e-07  1.00013803e+00 
 5.68560000e-07  1.00013803e+00 
 5.70560000e-07  1.00013803e+00 
 5.72560000e-07  1.00013803e+00 
 5.74560000e-07  1.00013803e+00 
 5.76560000e-07  1.00013803e+00 
 5.78560000e-07  1.00013803e+00 
 5.80560000e-07  1.00013803e+00 
 5.82560000e-07  1.00013803e+00 
 5.84560000e-07  1.00013803e+00 
 5.86560000e-07  1.00013803e+00 
 5.88560000e-07  1.00013803e+00 
 5.90560000e-07  1.00013803e+00 
 5.92560000e-07  1.00013803e+00 
 5.94560000e-07  1.00013803e+00 
 5.96560000e-07  1.00013803e+00 
 5.98560000e-07  1.00013803e+00 
 6.00560000e-07  1.00013803e+00 
 6.02560000e-07  1.00013803e+00 
 6.04560000e-07  1.00013803e+00 
 6.06560000e-07  1.00013803e+00 
 6.08560000e-07  1.00013803e+00 
 6.10560000e-07  1.00013803e+00 
 6.12560000e-07  1.00013803e+00 
 6.14560000e-07  1.00013803e+00 
 6.16560000e-07  1.00013803e+00 
 6.18560000e-07  1.00013803e+00 
 6.20560000e-07  1.00013803e+00 
 6.22560000e-07  1.00013803e+00 
 6.24560000e-07  1.00013803e+00 
 6.26560000e-07  1.00013803e+00 
 6.28560000e-07  1.00013803e+00 
 6.30560000e-07  1.00013803e+00 
 6.32560000e-07  1.00013803e+00 
 6.34560000e-07  1.00013803e+00 
 6.36560000e-07  1.00013803e+00 
 6.38560000e-07  1.00013803e+00 
 6.40560000e-07  1.00013803e+00 
 6.42560000e-07  1.00013803e+00 
 6.44560000e-07  1.00013803e+00 
 6.46560000e-07  1.00013803e+00 
 6.48560000e-07  1.00013803e+00 
 6.50560000e-07  1.00013803e+00 
 6.52560000e-07  1.00013803e+00 
 6.54560000e-07  1.00013803e+00 
 6.56560000e-07  1.00013803e+00 
 6.58560000e-07  1.00013803e+00 
 6.60560000e-07  1.00013803e+00 
 6.62560000e-07  1.00013803e+00 
 6.64560000e-07  1.00013803e+00 
 6.66560000e-07  1.00013803e+00 
 6.68560000e-07  1.00013803e+00 
 6.70560000e-07  1.00013803e+00 
 6.72560000e-07  1.00013803e+00 
 6.74560000e-07  1.00013803e+00 
 6.76560000e-07  1.00013803e+00 
 6.78560000e-07  1.00013803e+00 
 6.80560000e-07  1.00013803e+00 
 6.82560000e-07  1.00013803e+00 
 6.84560000e-07  1.00013803e+00 
 6.86560000e-07  1.00013803e+00 
 6.88560000e-07  1.00013803e+00 
 6.90560000e-07  1.00013803e+00 
 6.92560000e-07  1.00013803e+00 
 6.94560000e-07  1.00013803e+00 
 6.96560000e-07  1.00013803e+00 
 6.98560000e-07  1.00013803e+00 
 7.00560000e-07  1.00013803e+00 
 7.02560000e-07  1.00013803e+00 
 7.04560000e-07  1.00013803e+00 
 7.06560000e-07  1.00013803e+00 
 7.08560000e-07  1.00013803e+00 
 7.10560000e-07  1.00013803e+00 
 7.12560000e-07  1.00013803e+00 
 7.14560000e-07  1.00013803e+00 
 7.16560000e-07  1.00013803e+00 
 7.18560000e-07  1.00013803e+00 
 7.20560000e-07  1.00013803e+00 
 7.22560000e-07  1.00013803e+00 
 7.24560000e-07  1.00013803e+00 
 7.26560000e-07  1.00013803e+00 
 7.28560000e-07  1.00013803e+00 
 7.30560000e-07  1.00013803e+00 
 7.32560000e-07  1.00013803e+00 
 7.34560000e-07  1.00013803e+00 
 7.36560000e-07  1.00013803e+00 
 7.38560000e-07  1.00013803e+00 
 7.40560000e-07  1.00013803e+00 
 7.42560000e-07  1.00013803e+00 
 7.44560000e-07  1.00013803e+00 
 7.46560000e-07  1.00013803e+00 
 7.48560000e-07  1.00013803e+00 
 7.50560000e-07  1.00013803e+00 
 7.52560000e-07  1.00013803e+00 
 7.54560000e-07  1.00013803e+00 
 7.56560000e-07  1.00013803e+00 
 7.58560000e-07  1.00013803e+00 
 7.60560000e-07  1.00013803e+00 
 7.62560000e-07  1.00013803e+00 
 7.64560000e-07  1.00013803e+00 
 7.66560000e-07  1.00013803e+00 
 7.68560000e-07  1.00013803e+00 
 7.70560000e-07  1.00013803e+00 
 7.72560000e-07  1.00013803e+00 
 7.74560000e-07  1.00013803e+00 
 7.76560000e-07  1.00013803e+00 
 7.78560000e-07  1.00013803e+00 
 7.80560000e-07  1.00013803e+00 
 7.82560000e-07  1.00013803e+00 
 7.84560000e-07  1.00013803e+00 
 7.86560000e-07  1.00013803e+00 
 7.88560000e-07  1.00013803e+00 
 7.90560000e-07  1.00013803e+00 
 7.92560000e-07  1.00013803e+00 
 7.94560000e-07  1.00013803e+00 
 7.96560000e-07  1.00013803e+00 
 7.98560000e-07  1.00013803e+00 
 8.00560000e-07  1.00013803e+00 
 8.02560000e-07  1.00013803e+00 
 8.04560000e-07  1.00013803e+00 
 8.06560000e-07  1.00013803e+00 
 8.08560000e-07  1.00013803e+00 
 8.10560000e-07  1.00013803e+00 
 8.12560000e-07  1.00013803e+00 
 8.14560000e-07  1.00013803e+00 
 8.16560000e-07  1.00013803e+00 
 8.18560000e-07  1.00013803e+00 
 8.20560000e-07  1.00013803e+00 
 8.22560000e-07  1.00013803e+00 
 8.24560000e-07  1.00013803e+00 
 8.26560000e-07  1.00013803e+00 
 8.28560000e-07  1.00013803e+00 
 8.30560000e-07  1.00013803e+00 
 8.32560000e-07  1.00013803e+00 
 8.34560000e-07  1.00013803e+00 
 8.36560000e-07  1.00013803e+00 
 8.38560000e-07  1.00013803e+00 
 8.40560000e-07  1.00013803e+00 
 8.42560000e-07  1.00013803e+00 
 8.44560000e-07  1.00013803e+00 
 8.46560000e-07  1.00013803e+00 
 8.48560000e-07  1.00013803e+00 
 8.50560000e-07  1.00013803e+00 
 8.52560000e-07  1.00013803e+00 
 8.54560000e-07  1.00013803e+00 
 8.56560000e-07  1.00013803e+00 
 8.58560000e-07  1.00013803e+00 
 8.60560000e-07  1.00013803e+00 
 8.62560000e-07  1.00013803e+00 
 8.64560000e-07  1.00013803e+00 
 8.66560000e-07  1.00013803e+00 
 8.68560000e-07  1.00013803e+00 
 8.70560000e-07  1.00013803e+00 
 8.72560000e-07  1.00013803e+00 
 8.74560000e-07  1.00013803e+00 
 8.76560000e-07  1.00013803e+00 
 8.78560000e-07  1.00013803e+00 
 8.80560000e-07  1.00013803e+00 
 8.82560000e-07  1.00013803e+00 
 8.84560000e-07  1.00013803e+00 
 8.86560000e-07  1.00013803e+00 
 8.88560000e-07  1.00013803e+00 
 8.90560000e-07  1.00013803e+00 
 8.92560000e-07  1.00013803e+00 
 8.94560000e-07  1.00013803e+00 
 8.96560000e-07  1.00013803e+00 
 8.98560000e-07  1.00013803e+00 
 9.00560000e-07  1.00013803e+00 
 9.02560000e-07  1.00013803e+00 
 9.04560000e-07  1.00013803e+00 
 9.06560000e-07  1.00013803e+00 
 9.08560000e-07  1.00013803e+00 
 9.10560000e-07  1.00013803e+00 
 9.12560000e-07  1.00013803e+00 
 9.14560000e-07  1.00013803e+00 
 9.16560000e-07  1.00013803e+00 
 9.18560000e-07  1.00013803e+00 
 9.20560000e-07  1.00013803e+00 
 9.22560000e-07  1.00013803e+00 
 9.24560000e-07  1.00013803e+00 
 9.26560000e-07  1.00013803e+00 
 9.28560000e-07  1.00013803e+00 
 9.30560000e-07  1.00013803e+00 
 9.32560000e-07  1.00013803e+00 
 9.34560000e-07  1.00013803e+00 
 9.36560000e-07  1.00013803e+00 
 9.38560000e-07  1.00013803e+00 
 9.40560000e-07  1.00013803e+00 
 9.42560000e-07  1.00013803e+00 
 9.44560000e-07  1.00013803e+00 
 9.46560000e-07  1.00013803e+00 
 9.48560000e-07  1.00013803e+00 
 9.50560000e-07  1.00013803e+00 
 9.52560000e-07  1.00013803e+00 
 9.54560000e-07  1.00013803e+00 
 9.56560000e-07  1.00013803e+00 
 9.58560000e-07  1.00013803e+00 
 9.60560000e-07  1.00013803e+00 
 9.62560000e-07  1.00013803e+00 
 9.64560000e-07  1.00013803e+00 
 9.66560000e-07  1.00013803e+00 
 9.68560000e-07  1.00013803e+00 
 9.70560000e-07  1.00013803e+00 
 9.72560000e-07  1.00013803e+00 
 9.74560000e-07  1.00013803e+00 
 9.76560000e-07  1.00013803e+00 
 9.78560000e-07  1.00013803e+00 
 9.80560000e-07  1.00013803e+00 
 9.82560000e-07  1.00013803e+00 
 9.84560000e-07  1.00013803e+00 
 9.86560000e-07  1.00013803e+00 
 9.88560000e-07  1.00013803e+00 
 9.90560000e-07  1.00013803e+00 
 9.92560000e-07  1.00013803e+00 
 9.94560000e-07  1.00013803e+00 
 9.96560000e-07  1.00013803e+00 
 9.98280000e-07  1.00013803e+00 
 1.00000000e-06  1.00013803e+00 
 1.00010000e-06  1.00013844e+00 
 1.00030000e-06  1.00014039e+00 
 1.00065000e-06  1.00014254e+00 
 1.00100000e-06  1.00012229e+00 
 1.00107000e-06  1.00011196e+00 
 1.00121000e-06  1.00008598e+00 
 1.00149000e-06  1.00000082e+00 
 1.00205000e-06  9.99735007e-01 
 1.00317000e-06  9.99152887e-01 
 1.00517000e-06  9.99041014e-01 
 1.00717000e-06  1.00097322e+00 
 1.00917000e-06  1.00535175e+00 
 1.01117000e-06  1.01209262e+00 
 1.01317000e-06  1.02102373e+00 
 1.01517000e-06  1.03209245e+00 
 1.01717000e-06  1.04525799e+00 
 1.01917000e-06  1.06045062e+00 
 1.02117000e-06  1.07761588e+00 
 1.02317000e-06  1.09669727e+00 
 1.02517000e-06  1.11763465e+00 
 1.02717000e-06  1.14036574e+00 
 1.02917000e-06  1.16482647e+00 
 1.03117000e-06  1.19095049e+00 
 1.03317000e-06  1.21867774e+00 
 1.03517000e-06  1.24792572e+00 
 1.03717000e-06  1.27861453e+00 
 1.03917000e-06  1.31067892e+00 
 1.04117000e-06  1.34403708e+00 
 1.04317000e-06  1.37860811e+00 
 1.04517000e-06  1.41430966e+00 
 1.04717000e-06  1.45105713e+00 
 1.04917000e-06  1.48876408e+00 
 1.05117000e-06  1.52734221e+00 
 1.05317000e-06  1.56670165e+00 
 1.05517000e-06  1.60675119e+00 
 1.05717000e-06  1.64739845e+00 
 1.05917000e-06  1.68855004e+00 
 1.06117000e-06  1.73011177e+00 
 1.06317000e-06  1.77198883e+00 
 1.06517000e-06  1.81408596e+00 
 1.06717000e-06  1.85630767e+00 
 1.06917000e-06  1.89855844e+00 
 1.07117000e-06  1.94074293e+00 
 1.07317000e-06  1.98276618e+00 
 1.07517000e-06  2.02453384e+00 
 1.07717000e-06  2.06595240e+00 
 1.07917000e-06  2.10692937e+00 
 1.08117000e-06  2.14737358e+00 
 1.08317000e-06  2.18719532e+00 
 1.08517000e-06  2.22630666e+00 
 1.08717000e-06  2.26462160e+00 
 1.08917000e-06  2.30205639e+00 
 1.09117000e-06  2.33852965e+00 
 1.09317000e-06  2.37396272e+00 
 1.09517000e-06  2.40827977e+00 
 1.09717000e-06  2.44140808e+00 
 1.09917000e-06  2.47327821e+00 
 1.10117000e-06  2.50382426e+00 
 1.10317000e-06  2.53298398e+00 
 1.10517000e-06  2.56069901e+00 
 1.10717000e-06  2.58691501e+00 
 1.10917000e-06  2.61158184e+00 
 1.11117000e-06  2.63465366e+00 
 1.11317000e-06  2.65608911e+00 
 1.11517000e-06  2.67585134e+00 
 1.11717000e-06  2.69390813e+00 
 1.11917000e-06  2.71023313e+00 
 1.12117000e-06  2.72480186e+00 
 1.12317000e-06  2.73759459e+00 
 1.12517000e-06  2.74859896e+00 
 1.12717000e-06  2.75780696e+00 
 1.12917000e-06  2.76521554e+00 
 1.13117000e-06  2.77082455e+00 
 1.13317000e-06  2.77463815e+00 
 1.13517000e-06  2.77666848e+00 
 1.13717000e-06  2.77692434e+00 
 1.13917000e-06  2.77541633e+00 
 1.14117000e-06  2.77217410e+00 
 1.14317000e-06  2.76722296e+00 
 1.14517000e-06  2.76058576e+00 
 1.14717000e-06  2.75229745e+00 
 1.14917000e-06  2.74239490e+00 
 1.15117000e-06  2.73091690e+00 
 1.15317000e-06  2.71790584e+00 
 1.15517000e-06  2.70340742e+00 
 1.15717000e-06  2.68747053e+00 
 1.15917000e-06  2.67014699e+00 
 1.16117000e-06  2.65149134e+00 
 1.16317000e-06  2.63156066e+00 
 1.16517000e-06  2.61041432e+00 
 1.16717000e-06  2.58811381e+00 
 1.16917000e-06  2.56472250e+00 
 1.17117000e-06  2.54030546e+00 
 1.17317000e-06  2.51492923e+00 
 1.17517000e-06  2.48866165e+00 
 1.17717000e-06  2.46157160e+00 
 1.17917000e-06  2.43372886e+00 
 1.18117000e-06  2.40520390e+00 
 1.18317000e-06  2.37606770e+00 
 1.18517000e-06  2.34639153e+00 
 1.18717000e-06  2.31624685e+00 
 1.18917000e-06  2.28570508e+00 
 1.19117000e-06  2.25483746e+00 
 1.19317000e-06  2.22371603e+00 
 1.19517000e-06  2.19240977e+00 
 1.19717000e-06  2.16098752e+00 
 1.19917000e-06  2.12951939e+00 
 1.20117000e-06  2.09807369e+00 
 1.20317000e-06  2.06671800e+00 
 1.20517000e-06  2.03551846e+00 
 1.20717000e-06  2.00454003e+00 
 1.20917000e-06  1.97384626e+00 
 1.21117000e-06  1.94349934e+00 
 1.21317000e-06  1.91355991e+00 
 1.21517000e-06  1.88408705e+00 
 1.21717000e-06  1.85513817e+00 
 1.21917000e-06  1.82676895e+00 
 1.22117000e-06  1.79903324e+00 
 1.22317000e-06  1.77198306e+00 
 1.22517000e-06  1.74566846e+00 
 1.22717000e-06  1.72013749e+00 
 1.22917000e-06  1.69543617e+00 
 1.23117000e-06  1.67160840e+00 
 1.23317000e-06  1.64869591e+00 
 1.23517000e-06  1.62673824e+00 
 1.23717000e-06  1.60577267e+00 
 1.23917000e-06  1.58583418e+00 
 1.24117000e-06  1.56695543e+00 
 1.24317000e-06  1.54916669e+00 
 1.24517000e-06  1.53249582e+00 
 1.24717000e-06  1.51696824e+00 
 1.24917000e-06  1.50260691e+00 
 1.25117000e-06  1.48943229e+00 
 1.25317000e-06  1.47746231e+00 
 1.25517000e-06  1.46671238e+00 
 1.25717000e-06  1.45719385e+00 
 1.25917000e-06  1.44891867e+00 
 1.26117000e-06  1.44189567e+00 
 1.26317000e-06  1.43612808e+00 
 1.26517000e-06  1.43161922e+00 
 1.26717000e-06  1.42836979e+00 
 1.26917000e-06  1.42637963e+00 
 1.27117000e-06  1.42564078e+00 
 1.27317000e-06  1.42614381e+00 
 1.27517000e-06  1.42787885e+00 
 1.27717000e-06  1.43083566e+00 
 1.27917000e-06  1.43500079e+00 
 1.28117000e-06  1.44035371e+00 
 1.28317000e-06  1.44687603e+00 
 1.28517000e-06  1.45454645e+00 
 1.28717000e-06  1.46334068e+00 
 1.28917000e-06  1.47323213e+00 
 1.29117000e-06  1.48419213e+00 
 1.29317000e-06  1.49619000e+00 
 1.29517000e-06  1.50919309e+00 
 1.29717000e-06  1.52316682e+00 
 1.29917000e-06  1.53807475e+00 
 1.30117000e-06  1.55387865e+00 
 1.30317000e-06  1.57053858e+00 
 1.30517000e-06  1.58801300e+00 
 1.30717000e-06  1.60625883e+00 
 1.30917000e-06  1.62523156e+00 
 1.31117000e-06  1.64488531e+00 
 1.31317000e-06  1.66517298e+00 
 1.31517000e-06  1.68604633e+00 
 1.31717000e-06  1.70745605e+00 
 1.31917000e-06  1.72935190e+00 
 1.32117000e-06  1.75168284e+00 
 1.32317000e-06  1.77439707e+00 
 1.32517000e-06  1.79744220e+00 
 1.32717000e-06  1.82076536e+00 
 1.32917000e-06  1.84431328e+00 
 1.33117000e-06  1.86803246e+00 
 1.33317000e-06  1.89186923e+00 
 1.33517000e-06  1.91576992e+00 
 1.33717000e-06  1.93968095e+00 
 1.33917000e-06  1.96354897e+00 
 1.34117000e-06  1.98732098e+00 
 1.34317000e-06  2.01094444e+00 
 1.34517000e-06  2.03436740e+00 
 1.34717000e-06  2.05753862e+00 
 1.34917000e-06  2.08040769e+00 
 1.35117000e-06  2.10292475e+00 
 1.35317000e-06  2.12504180e+00 
 1.35517000e-06  2.14671209e+00 
 1.35717000e-06  2.16788938e+00 
 1.35917000e-06  2.18852940e+00 
 1.36117000e-06  2.20858917e+00 
 1.36317000e-06  2.22802728e+00 
 1.36517000e-06  2.24680409e+00 
 1.36717000e-06  2.26488169e+00 
