failed_points,group,independent_points,maximum_abs_residual_C,seed
0,expanded_endpoint_samples,2,0.5269004264426087,51062
0,expanded_endpoint_samples,2,0.6030412746995921,51063
0,expanded_endpoint_samples,2,0.2989656793028814,51064
0,expanded_endpoint_samples,2,0.5691711175329033,51065
0,expanded_endpoint_samples,2,0.8310480888384575,51066
0,expanded_endpoint_samples,2,0.1917018880299679,51067
0,expanded_endpoint_samples,2,0.08695496549694326,51068
0,expanded_endpoint_samples,2,0.18011239492665254,51069
0,expanded_endpoint_samples,2,0.45146435488362613,51070
0,expanded_endpoint_samples,2,0.4557426068796815,51071
0,expanded_endpoint_samples,2,0.10112183298414834,51072
0,expanded_endpoint_samples,2,0.720509504638926,51073
0,expanded_endpoint_samples,2,0.6321979402577824,51074
0,expanded_endpoint_samples,2,0.6044719301321493,51075
0,expanded_endpoint_samples,2,0.6732155597583471,51076
0,expanded_endpoint_samples,2,0.43885017040139473,51077
0,expanded_endpoint_samples,2,0.4387261920751371,51078
0,expanded_endpoint_samples,2,0.3042663218317614,51079
0,expanded_endpoint_samples,2,0.40449980384684636,51080
0,expanded_endpoint_samples,2,0.5096582987514466,51081
0,expanded_endpoint_samples,2,0.47875305397803913,51082
0,expanded_endpoint_samples,2,0.16745142023330573,51083
0,expanded_endpoint_samples,2,0.9009445419061706,51084
0,expanded_endpoint_samples,2,0.48115264158576565,51085
0,expanded_endpoint_samples,2,0.29331480477398486,51086
0,expanded_endpoint_samples,2,0.666090895221572,51087
0,expanded_endpoint_samples,2,0.03258491477407688,51088
0,expanded_endpoint_samples,2,0.51159399705449,51089
0,expanded_endpoint_samples,2,0.41731254079550695,51090
0,expanded_endpoint_samples,2,0.12545711943388937,51091
0,expanded_endpoint_samples,2,0.24811129854225555,51092
0,expanded_endpoint_samples,2,0.3372702540131911,51093
0,expanded_endpoint_samples,2,0.6519980536632772,51094
0,expanded_endpoint_samples,2,0.4540637545823927,51095
0,expanded_endpoint_samples,2,0.779574918254724,51096
0,expanded_endpoint_samples,2,0.4954725702743019,51097
0,expanded_endpoint_samples,2,0.29284527166294083,51098
0,expanded_endpoint_samples,2,0.282161167982764,51099
0,expanded_endpoint_samples,2,0.5361630970715794,51100
0,prospective_extension_endpoint_samples,2,0.7777522740241523,51101
0,prospective_extension_endpoint_samples,2,0.5653386918243086,51102
0,prospective_extension_endpoint_samples,2,0.39536331010759795,51103
0,prospective_extension_endpoint_samples,2,0.5245077338585702,51104
0,prospective_extension_endpoint_samples,2,0.7115403508983036,51105
0,prospective_extension_endpoint_samples,2,0.7813102818208506,51106
0,prospective_extension_endpoint_samples,2,0.5960469381513178,51107
0,prospective_extension_endpoint_samples,2,0.483332676110507,51108
0,prospective_extension_endpoint_samples,2,0.31539599135945195,51109
0,prospective_extension_endpoint_samples,2,0.6655934693160646,51110
0,prospective_extension_endpoint_samples,2,0.9757708598284864,51111
0,prospective_extension_endpoint_samples,2,0.43117796993897173,51112
0,prospective_extension_endpoint_samples,2,0.7517685649479517,51113
0,prospective_extension_endpoint_samples,2,0.1625069190478996,51114
0,prospective_extension_endpoint_samples,2,0.5138342177758091,51115
0,prospective_extension_endpoint_samples,2,0.6164515013444429,51116
0,prospective_extension_endpoint_samples,2,0.3687949334094469,51117
0,prospective_extension_endpoint_samples,2,0.49649513494202324,51118
0,prospective_extension_endpoint_samples,2,0.48624722650092167,51119
0,prospective_extension_endpoint_samples,2,0.5094266838817987,51120
0,prospective_extension_endpoint_samples,2,0.5014623246128735,51121
0,prospective_extension_endpoint_samples,2,0.5006699363362657,51122
0,prospective_extension_endpoint_samples,2,0.4252780807600516,51123
0,prospective_extension_endpoint_samples,2,0.34768517108284414,51124
0,prospective_extension_endpoint_samples,2,0.6463882851738276,51125
0,prospective_extension_endpoint_samples,2,0.23959924029452395,51126
0,prospective_extension_endpoint_samples,2,0.4867208191575969,51127
0,prospective_extension_endpoint_samples,2,0.3399923854357496,51128
0,prospective_extension_endpoint_samples,2,0.7032409854077457,51129
0,prospective_extension_endpoint_samples,2,0.9716890331650916,51130
0,prospective_extension_endpoint_samples,2,0.5568073592055214,51131
0,prospective_extension_endpoint_samples,2,0.6006996906788515,51132
0,prospective_extension_endpoint_samples,2,0.43089765069501595,51133
0,prospective_extension_endpoint_samples,2,0.5045276509695498,51134
0,prospective_extension_endpoint_samples,2,0.6301635406905746,51135
0,prospective_extension_endpoint_samples,2,0.5480578965688494,51136
0,prospective_extension_endpoint_samples,2,0.6535628495207391,51137
0,prospective_extension_endpoint_samples,2,0.5346981491938436,51138
0,prospective_extension_endpoint_samples,2,0.5588662666220614,51139
0,prospective_extension_endpoint_samples,2,0.2446980164687318,51140
0,prospective_extension_endpoint_samples,2,0.6077503598733927,51141
0,prospective_extension_endpoint_samples,2,0.5229976315933698,51142
0,prospective_extension_endpoint_samples,2,0.5617905107527861,51143
0,prospective_extension_endpoint_samples,2,0.5131478008159434,51144
0,prospective_extension_endpoint_samples,2,0.6690317673242987,51145
0,prospective_extension_endpoint_samples,2,0.7973938205481943,51146
0,prospective_extension_endpoint_samples,2,0.6793023579817543,51147
0,prospective_extension_endpoint_samples,2,0.4089491588865144,51148
0,prospective_extension_endpoint_samples,2,0.33294093975894157,51149
0,prospective_extension_endpoint_samples,2,0.4812379647492264,51150
0,prospective_extension_endpoint_samples,2,0.3332208480928216,51151
0,prospective_extension_endpoint_samples,2,0.29394988227105046,51152
0,prospective_extension_endpoint_samples,2,0.5144145010073657,51153
0,prospective_extension_endpoint_samples,2,0.3324892887966655,51154
0,prospective_extension_endpoint_samples,2,0.1861901968096049,51155
0,prospective_extension_endpoint_samples,2,0.7570479806685455,51156
0,prospective_extension_endpoint_samples,2,0.7082327497478786,51157
0,prospective_extension_endpoint_samples,2,0.5056766342800074,51158
0,prospective_extension_endpoint_samples,2,0.527816042533658,51159
0,prospective_extension_endpoint_samples,2,0.4327448295360625,51160
0,prospective_extension_endpoint_samples,2,0.36381068485576407,51161
0,prospective_extension_endpoint_samples,2,0.28488402470358665,51162
0,prospective_extension_endpoint_samples,2,0.2808153802797051,51163
0,prospective_extension_endpoint_samples,2,0.6026026117495746,51164
0,prospective_extension_endpoint_samples,2,0.22866808719942355,51165
0,prospective_extension_endpoint_samples,2,0.4255260579237756,51166
0,prospective_extension_endpoint_samples,2,0.3670865515996127,51167
0,prospective_extension_endpoint_samples,2,0.39768440068712607,51168
0,prospective_extension_endpoint_samples,2,0.38569874820635164,51169
0,prospective_extension_endpoint_samples,2,0.538098964217312,51170
0,prospective_extension_endpoint_samples,2,0.4883002281478923,51171
0,prospective_extension_endpoint_samples,2,0.5132087958048146,51172
0,prospective_extension_endpoint_samples,2,0.7441137295487295,51173
0,prospective_extension_endpoint_samples,2,0.8627727273733399,51174
0,prospective_extension_endpoint_samples,2,0.2455690940956572,51175
0,prospective_extension_endpoint_samples,2,0.632498258525942,51176
0,prospective_extension_endpoint_samples,2,0.6082175242632388,51177
0,prospective_extension_endpoint_samples,2,0.32497653933458537,51178
0,prospective_extension_endpoint_samples,2,0.7973801407001133,51179
0,prospective_extension_endpoint_samples,2,0.946912070108624,51180
0,prospective_extension_endpoint_samples,2,0.5450454685007742,51181
0,prospective_extension_endpoint_samples,2,0.5149524673287829,51182
0,prospective_extension_endpoint_samples,2,0.6088915778722139,51183
0,prospective_extension_endpoint_samples,2,0.313984454011063,51184
0,prospective_extension_endpoint_samples,2,0.2802206670266969,51185
0,prospective_extension_endpoint_samples,2,0.5229059792020792,51186
0,prospective_extension_endpoint_samples,2,0.5017323106525566,51187
0,prospective_extension_endpoint_samples,2,0.06344745488553372,51188
0,prospective_extension_endpoint_samples,2,0.560733692020932,51189
0,prospective_extension_endpoint_samples,2,0.3889772118018868,51190
0,prospective_extension_endpoint_samples,2,0.647052288343616,51191
0,prospective_extension_endpoint_samples,2,0.45385598481868783,51192
0,prospective_extension_endpoint_samples,2,0.697015088964946,51193
0,prospective_extension_endpoint_samples,2,0.44358147800463144,51194
0,prospective_extension_endpoint_samples,2,0.8228510351543434,51195
0,prospective_extension_endpoint_samples,2,0.46319477210511195,51196
0,prospective_extension_endpoint_samples,2,0.3666502801458762,51197
0,prospective_extension_endpoint_samples,2,0.508193759523266,51198
0,prospective_extension_endpoint_samples,2,0.6281569604879849,51199
0,prospective_extension_endpoint_samples,2,0.29740751855712233,51200
0,prospective_extension_endpoint_samples,2,0.364711294643115,51201
0,prospective_extension_endpoint_samples,2,0.25507169981767674,51202
0,prospective_extension_endpoint_samples,2,0.704625993909417,51203
0,prospective_extension_endpoint_samples,2,0.6206241083944235,51204
0,prospective_extension_endpoint_samples,2,0.8743380377128176,51205
0,prospective_extension_endpoint_samples,2,0.09620694166193289,51206
0,prospective_extension_endpoint_samples,2,0.5999094186426532,51207
0,prospective_extension_endpoint_samples,2,0.18323236479164962,51208
0,prospective_extension_endpoint_samples,2,0.22620594842874198,51209
0,prospective_extension_endpoint_samples,2,0.8372169857769336,51210
0,prospective_extension_endpoint_samples,2,0.8543408798338987,51211
0,prospective_extension_endpoint_samples,2,0.5784744815779845,51212
0,prospective_extension_endpoint_samples,2,0.5126554612104712,51213
0,prospective_extension_endpoint_samples,2,0.7160777347265537,51214
0,prospective_extension_endpoint_samples,2,0.4100226654666983,51215
0,prospective_extension_endpoint_samples,2,0.3859871316435317,51216
0,prospective_extension_endpoint_samples,2,0.13892690724185286,51217
0,prospective_extension_endpoint_samples,2,0.6258848387633691,51218
0,prospective_extension_endpoint_samples,2,0.2901152934498157,51219
0,prospective_extension_endpoint_samples,2,0.18175682934949577,51220
0,prospective_extension_endpoint_samples,2,0.5544240956287467,51221
0,prospective_extension_endpoint_samples,2,0.7352140811304082,51222
0,prospective_extension_endpoint_samples,2,0.540465619757299,51223
0,prospective_extension_endpoint_samples,2,0.809826050110189,51224
0,prospective_extension_endpoint_samples,2,0.49259702001936034,51225
0,prospective_extension_endpoint_samples,2,0.7570947177016478,51226
0,prospective_extension_endpoint_samples,2,0.4723061816574443,51227
0,prospective_extension_endpoint_samples,2,0.789398174845843,51228
0,prospective_extension_endpoint_samples,2,0.7019989257492227,51229
0,prospective_extension_endpoint_samples,2,0.49563627801941834,51230
0,prospective_extension_endpoint_samples,2,0.3602923808490175,51231
0,prospective_extension_endpoint_samples,2,0.5381675797419234,51232
0,prospective_extension_endpoint_samples,2,0.7521689683954946,51233
0,prospective_extension_endpoint_samples,2,0.42542995732677014,51234
0,prospective_extension_endpoint_samples,2,0.44243142168829763,51235
0,prospective_extension_endpoint_samples,2,0.3750573931270367,51236
0,prospective_extension_endpoint_samples,2,0.5540819225738858,51237
0,prospective_extension_endpoint_samples,2,0.5842178922628705,51238
0,prospective_extension_endpoint_samples,2,0.6962003954579359,51239
0,prospective_extension_endpoint_samples,2,0.28637634766079145,51240
0,prospective_extension_endpoint_samples,2,0.4060713437351069,51241
0,prospective_extension_endpoint_samples,2,0.3846792451452643,51242
0,prospective_extension_endpoint_samples,2,0.41606179489323836,51243
0,prospective_extension_endpoint_samples,2,0.5103035973073418,51244
0,prospective_extension_endpoint_samples,2,0.34041244224258094,51245
0,prospective_extension_endpoint_samples,2,0.4480255556236443,51246
0,prospective_extension_endpoint_samples,2,0.5491629715768624,51247
0,prospective_extension_endpoint_samples,2,0.46994673896912786,51248
0,prospective_extension_endpoint_samples,2,0.05188031907417212,51249
0,prospective_extension_endpoint_samples,2,0.7206174898485926,51250
0,prospective_extension_endpoint_samples,2,0.4083463223709316,51251
0,prospective_extension_endpoint_samples,2,0.37916166951450236,51252
0,prospective_extension_endpoint_samples,2,0.607689552722718,51253
0,prospective_extension_endpoint_samples,2,0.9483764653877529,51254
0,prospective_extension_endpoint_samples,2,0.4762281925075911,51255
0,prospective_extension_endpoint_samples,2,0.5684134020579563,51256
0,prospective_extension_endpoint_samples,2,0.4927054543701104,51257
0,prospective_extension_endpoint_samples,2,0.8229154449907412,51258
0,prospective_extension_endpoint_samples,2,0.6883726718098444,51259
0,prospective_extension_endpoint_samples,2,0.4957078093686391,51260
0,prospective_extension_endpoint_samples,2,0.6205870493556347,51261
0,prospective_extension_endpoint_samples,2,0.2909541139311216,51262
0,prospective_extension_endpoint_samples,2,0.5195907761874139,51263
0,prospective_extension_endpoint_samples,2,0.7558886094386423,51264
0,prospective_extension_endpoint_samples,2,0.35831691991648995,51265
0,prospective_extension_endpoint_samples,2,0.5664077382106143,51266
0,prospective_extension_endpoint_samples,2,0.5240981918803698,51267
0,prospective_extension_endpoint_samples,2,0.45024279677664936,51268
0,prospective_extension_endpoint_samples,2,0.48271161935380746,51269
0,prospective_extension_endpoint_samples,2,0.45094949718267685,51270
0,prospective_extension_endpoint_samples,2,0.5573094287696279,51271
0,prospective_extension_endpoint_samples,2,0.7218290159978835,51272
0,prospective_extension_endpoint_samples,2,0.7183677062103015,51273
0,prospective_extension_endpoint_samples,2,0.9216089029991963,51274
0,prospective_extension_endpoint_samples,2,0.5960575668176773,51275
0,prospective_extension_endpoint_samples,2,0.43500229487497677,51276
0,prospective_extension_endpoint_samples,2,0.335656391012094,51277
0,prospective_extension_endpoint_samples,2,0.3911315369838064,51278
0,prospective_extension_endpoint_samples,2,0.7547354962696318,51279
0,prospective_extension_endpoint_samples,2,0.33571777178309503,51280
0,prospective_extension_endpoint_samples,2,0.7003515732798462,51281
0,prospective_extension_endpoint_samples,2,0.6462124657338961,51282
0,prospective_extension_endpoint_samples,2,0.4923382569262458,51283
0,prospective_extension_endpoint_samples,2,0.3925933255970335,51284
0,prospective_extension_endpoint_samples,2,0.7640271565114176,51285
0,prospective_extension_endpoint_samples,2,0.6336467462153053,51286
0,prospective_extension_endpoint_samples,2,0.3968258163470182,51287
0,prospective_extension_endpoint_samples,2,0.5951362904490338,51288
0,prospective_extension_endpoint_samples,2,0.46679558765231377,51289
0,prospective_extension_endpoint_samples,2,0.4348289450166192,51290
0,prospective_extension_endpoint_samples,2,0.5924469105748642,51291
0,prospective_extension_endpoint_samples,2,0.6306033153701662,51292
0,prospective_extension_endpoint_samples,2,0.4445938895314896,51293
0,prospective_extension_endpoint_samples,2,0.7801616374316893,51294
0,prospective_extension_endpoint_samples,2,0.569873571452689,51295
0,prospective_extension_endpoint_samples,2,0.37504169173985247,51296
0,prospective_extension_endpoint_samples,2,0.4882361226809451,51297
0,prospective_extension_endpoint_samples,2,0.581778779621942,51298
0,prospective_extension_endpoint_samples,2,0.5348919393717324,51299
0,prospective_extension_endpoint_samples,2,0.5228869153523874,51300
