 frequency              real(ifout)            imag(ifout)            real(ve)               imag(ve)              
 1.000000000000000e+00 -1.271199721040574e-20  4.742609152559812e-13  9.994659358391313e-01 -3.855376851469792e-08 
 1.023292992280754e+00 -1.941241295821967e-20  4.853078710941276e-13  9.994659358391415e-01 -3.945180114713076e-08 
 1.047128548050899e+00 -2.333304595544450e-20  4.966121435892977e-13  9.994659358391390e-01 -4.037075164669119e-08 
 1.071519305237606e+00 -1.888875122057370e-20  5.081797264164668e-13  9.994659358391478e-01 -4.131110725319761e-08 
 1.096478196143185e+00 -2.061141525681010e-20  5.200167528611185e-13  9.994659358391390e-01 -4.227336655553064e-08 
 1.122018454301963e+00 -1.501466179865333e-20  5.321294990713642e-13  9.994659358391351e-01 -4.325803975640848e-08 
 1.148153621496882e+00 -1.798033393841337e-20  5.445243873855939e-13  9.994659358391362e-01 -4.426564894254698e-08 
 1.174897554939529e+00 -2.909812426095496e-20  5.572079897376602e-13  9.994659358391391e-01 -4.529672836163670e-08 
 1.202264434617413e+00 -2.213645413229348e-20  5.701870311413849e-13  9.994659358391370e-01 -4.635182470571899e-08 
 1.230268770812381e+00 -2.278421633240839e-20  5.834683932563709e-13  9.994659358391458e-01 -4.743149740082719e-08 
 1.258925411794167e+00 -1.437865494372160e-20  5.970591180365506e-13  9.994659358391417e-01 -4.853631890358698e-08 
 1.288249551693134e+00 -2.589091268422361e-20  6.109664114641011e-13  9.994659358391318e-01 -4.966687500514037e-08 
 1.318256738556407e+00 -1.764275741127891e-20  6.251976473701825e-13  9.994659358391446e-01 -5.082376514127432e-08 
 1.348962882591653e+00 -3.235637934973017e-20  6.397603713442817e-13  9.994659358391336e-01 -5.200760271034008e-08 
 1.380384264602885e+00 -2.578750623820490e-20  6.546623047355696e-13  9.994659358391454e-01 -5.321901539889558e-08 
 1.412537544622754e+00 -3.261151201732680e-20  6.699113487462665e-13  9.994659358391468e-01 -5.445864551375384e-08 
 1.445439770745927e+00 -2.535272636326519e-20  6.855155886213959e-13  9.994659358391362e-01 -5.572715032328333e-08 
 1.479108388168207e+00 -2.987208300700924e-20  7.014832979355066e-13  9.994659358391463e-01 -5.702520240561146e-08 
 1.513561248436208e+00 -2.912300101576422e-20  7.178229429794102e-13  9.994659358391504e-01 -5.835349000507341e-08 
 1.548816618912481e+00 -3.387863579775038e-20  7.345431872491608e-13  9.994659358391462e-01 -5.971271739730896e-08 
 1.584893192461113e+00 -3.880527975796927e-20  7.516528960396297e-13  9.994659358391401e-01 -6.110360526268153e-08 
 1.621810097358929e+00 -3.557813799114064e-20  7.691611411449256e-13  9.994659358391479e-01 -6.252689106841556e-08 
 1.659586907437560e+00 -4.293776291502878e-20  7.870772056682567e-13  9.994659358391489e-01 -6.398332945939523e-08 
 1.698243652461743e+00 -3.802744587431200e-20  8.054105889442301e-13  9.994659358391408e-01 -6.547369265860413e-08 
 1.737800828749374e+00 -3.917745273041907e-20  8.241710115753723e-13  9.994659358391541e-01 -6.699877087632275e-08 
 1.778279410038922e+00 -4.003497720283087e-20  8.433684205860192e-13  9.994659358391511e-01 -6.855937272915156e-08 
 1.819700858609982e+00 -4.543069210386234e-20  8.630129946965235e-13  9.994659358391432e-01 -7.015632566887931e-08 
 1.862087136662866e+00 -4.271197789858449e-20  8.831151497202229e-13  9.994659358391489e-01 -7.179047642114993e-08 
 1.905460717963246e+00 -4.590774983263050e-20  9.036855440856710e-13  9.994659358391493e-01 -7.346269143428067e-08 
 1.949844599758044e+00 -4.818873362343151e-20  9.247350844882977e-13  9.994659358391521e-01 -7.517385733873003e-08 
 1.995262314968878e+00 -5.753549332258234e-20  9.462749316730011e-13  9.994659358391479e-01 -7.692488141750868e-08 
 2.041737944669527e+00 -6.051453777292105e-20  9.683165063519870e-13  9.994659358391552e-01 -7.871669208655424e-08 
 2.089296130854037e+00 -6.313442525825634e-20  9.908714952597452e-13  9.994659358391580e-01 -8.055023938769390e-08 
 2.137962089502230e+00 -6.290691096052448e-20  1.013951857350046e-12  9.994659358391490e-01 -8.242649549193717e-08 
 2.187761623949550e+00 -6.298180908565776e-20  1.037569830136358e-12  9.994659358391522e-01 -8.434645521517457e-08 
 2.238721138568337e+00 -7.119408060794324e-20  1.061737936180503e-12  9.994659358391574e-01 -8.631113654541074e-08 
 2.290867652767770e+00 -7.246908783631436e-20  1.086468989732145e-12  9.994659358391563e-01 -8.832158118269876e-08 
 2.344228815319919e+00 -8.095482513158252e-20  1.111776103523242e-12  9.994659358391583e-01 -9.037885509139535e-08 
 2.398832919019488e+00 -8.117959863373412e-20  1.137672695720561e-12  9.994659358391591e-01 -9.248404906543649e-08 
 2.454708915685027e+00 -9.098392703656036e-20  1.164172497039989e-12  9.994659358391580e-01 -9.463827930634234e-08 
 2.511886431509577e+00 -9.402260336414336e-20  1.191289558027028e-12  9.994659358391623e-01 -9.684268801576362e-08 
 2.570395782768860e+00 -9.948051750185906e-20  1.219038256506306e-12  9.994659358391585e-01 -9.909844400008206e-08 
 2.630267991895378e+00 -1.075428284436852e-19  1.247433305205048e-12  9.994659358391597e-01 -1.014067432912423e-07 
 2.691534803926912e+00 -1.032010355908241e-19  1.276489759553977e-12  9.994659358391634e-01 -1.037688097799664e-07 
 2.754228703338163e+00 -1.082660953814700e-19  1.306223025669729e-12  9.994659358391631e-01 -1.061858958651564e-07 
 2.818382931264450e+00 -1.090794528974761e-19  1.336648868523600e-12  9.994659358391644e-01 -1.086592831178927e-07 
 2.884031503126602e+00 -1.141906913011559e-19  1.367783420300270e-12  9.994659358391733e-01 -1.111902829608714e-07 
 2.951209226666381e+00 -1.268289607193786e-19  1.399643188951084e-12  9.994659358391731e-01 -1.137802373635502e-07 
 3.019951720402012e+00 -1.380737747605978e-19  1.432245066947100e-12  9.994659358391719e-01 -1.164305195541064e-07 
 3.090295432513586e+00 -1.422604218810501e-19  1.465606340235678e-12  9.994659358391751e-01 -1.191425347473596e-07 
