 frequency              real(ifout)            imag(ifout)            real(ve)               imag(ve)              
 1.000000000000000e+00 -9.999999999948286e-01  3.559689801052467e-07  7.088544546768424e+04 -5.067719148850688e-02 
 1.023292992280754e+00 -9.999999999948168e-01  3.642605628110154e-07  7.088544546768231e+04 -5.185761491865734e-02 
 1.047128548050899e+00 -9.999999999948042e-01  3.727452812887465e-07  7.088544546768055e+04 -5.306553394265467e-02 
 1.071519305237606e+00 -9.999999999947914e-01  3.814276342484833e-07  7.088544546767851e+04 -5.430158901515338e-02 
 1.096478196143185e+00 -9.999999999947770e-01  3.903122251886861e-07  7.088544546767627e+04 -5.556643550891400e-02 
 1.122018454301963e+00 -9.999999999947639e-01  3.994037648370782e-07  7.088544546767403e+04 -5.686074406229023e-02 
 1.148153621496882e+00 -9.999999999947479e-01  4.087070736483196e-07  7.088544546767193e+04 -5.818520093480927e-02 
 1.174897554939529e+00 -9.999999999947328e-01  4.182270843598853e-07  7.088544546766917e+04 -5.954050837103504e-02 
 1.202264434617413e+00 -9.999999999947170e-01  4.279688446074655e-07  7.088544546766648e+04 -6.092738497291118e-02 
 1.230268770812381e+00 -9.999999999946990e-01  4.379375196012950e-07  7.088544546766405e+04 -6.234656608076963e-02 
 1.258925411794167e+00 -9.999999999946817e-01  4.481383948648017e-07  7.088544546766122e+04 -6.379880416321759e-02 
 1.288249551693134e+00 -9.999999999946616e-01  4.585768790370787e-07  7.088544546765838e+04 -6.528486921611013e-02 
 1.318256738556407e+00 -9.999999999946425e-01  4.692585067406014e-07  7.088544546765514e+04 -6.680554917080740e-02 
 1.348962882591653e+00 -9.999999999946213e-01  4.801889415157703e-07  7.088544546765214e+04 -6.836165031195163e-02 
 1.380384264602885e+00 -9.999999999946008e-01  4.913739788237768e-07  7.088544546764862e+04 -6.995399770496394e-02 
 1.412537544622754e+00 -9.999999999945787e-01  5.028195491194584e-07  7.088544546764504e+04 -7.158343563350897e-02 
 1.445439770745927e+00 -9.999999999945548e-01  5.145317209956834e-07  7.088544546764174e+04 -7.325082804714733e-02 
 1.479108388168207e+00 -9.999999999945298e-01  5.265167044010090e-07  7.088544546763771e+04 -7.495705901940333e-02 
 1.513561248436208e+00 -9.999999999945037e-01  5.387808539322814e-07  7.088544546763372e+04 -7.670303321652602e-02 
 1.548816618912481e+00 -9.999999999944769e-01  5.513306722039067e-07  7.088544546762930e+04 -7.848967637714331e-02 
 1.584893192461113e+00 -9.999999999944477e-01  5.641728132956657e-07  7.088544546762494e+04 -8.031793580310972e-02 
 1.621810097358929e+00 -9.999999999944175e-01  5.773140862807323e-07  7.088544546762014e+04 -8.218878086177120e-02 
 1.659586907437560e+00 -9.999999999943866e-01  5.907614588359970e-07  7.088544546761525e+04 -8.410320349994288e-02 
 1.698243652461743e+00 -9.999999999943531e-01  6.045220609363850e-07  7.088544546761007e+04 -8.606221876984617e-02 
 1.737800828749374e+00 -9.999999999943199e-01  6.186031886352843e-07  7.088544546760510e+04 -8.806686536731109e-02 
 1.778279410038922e+00 -9.999999999942835e-01  6.330123079329600e-07  7.088544546759922e+04 -9.011820618249355e-02 
 1.819700858609982e+00 -9.999999999942463e-01  6.477570587352166e-07  7.088544546759340e+04 -9.221732886344899e-02 
 1.862087136662866e+00 -9.999999999942069e-01  6.628452589040793e-07  7.088544546758714e+04 -9.436534639280783e-02 
 1.905460717963246e+00 -9.999999999941651e-01  6.782849084030054e-07  7.088544546758071e+04 -9.656339767789683e-02 
 1.949844599758044e+00 -9.999999999941226e-01  6.940841935385264e-07  7.088544546757423e+04 -9.881264815460170e-02 
 1.995262314968878e+00 -9.999999999940773e-01  7.102514913007436e-07  7.088544546756716e+04 -1.011142904052969e-01 
 2.041737944669527e+00 -9.999999999940291e-01  7.267953738049264e-07  7.088544546755962e+04 -1.034695447911687e-01 
 2.089296130854037e+00 -9.999999999939798e-01  7.437246128365711e-07  7.088544546755165e+04 -1.058796600992697e-01 
 2.137962089502230e+00 -9.999999999939273e-01  7.610481845022937e-07  7.088544546754367e+04 -1.083459142046371e-01 
 2.187761623949550e+00 -9.999999999938737e-01  7.787752739890965e-07  7.088544546753513e+04 -1.108696147478422e-01 
 2.238721138568337e+00 -9.999999999938172e-01  7.969152804344661e-07  7.088544546752627e+04 -1.134520998283185e-01 
 2.290867652767770e+00 -9.999999999937570e-01  8.154778219099390e-07  7.088544546751695e+04 -1.160947387138379e-01 
 2.344228815319919e+00 -9.999999999936955e-01  8.344727405206970e-07  7.088544546750716e+04 -1.187989325665179e-01 
 2.398832919019488e+00 -9.999999999936291e-01  8.539101076240291e-07  7.088544546749711e+04 -1.215661151857327e-01 
 2.454708915685027e+00 -9.999999999935615e-01  8.738002291692366e-07  7.088544546748621e+04 -1.243977537683335e-01 
 2.511886431509577e+00 -9.999999999934901e-01  8.941536511620552e-07  7.088544546747497e+04 -1.272953496865808e-01 
 2.570395782768860e+00 -9.999999999934144e-01  9.149811652562373e-07  7.088544546746367e+04 -1.302604392841848e-01 
 2.630267991895378e+00 -9.999999999933351e-01  9.362938144754210e-07  7.088544546745112e+04 -1.332945946908920e-01 
 2.691534803926912e+00 -9.999999999932526e-01  9.581028990683435e-07  7.088544546743832e+04 -1.363994246560655e-01 
 2.754228703338163e+00 -9.999999999931666e-01  9.804199825003290e-07  7.088544546742496e+04 -1.395765754016504e-01 
 2.818382931264450e+00 -9.999999999930768e-01  1.003256897584407e-06  7.088544546741073e+04 -1.428277314950231e-01 
 2.884031503126602e+00 -9.999999999929814e-01  1.026625752755240e-06  7.088544546739593e+04 -1.461546167421801e-01 
 2.951209226666381e+00 -9.999999999928830e-01  1.050538938489165e-06  7.088544546738038e+04 -1.495589951017165e-01 
 3.019951720402012e+00 -9.999999999927791e-01  1.075009133873780e-06  7.088544546736423e+04 -1.530426716201005e-01 
 3.090295432513586e+00 -9.999999999926709e-01  1.100049313330582e-06  7.088544546734729e+04 -1.566074933887322e-01 
 3.162277660168374e+00 -9.999999999925575e-01  1.125672753494162e-06  7.088544546732969e+04 -1.602553505233004e-01 
 3.235936569296277e+00 -9.999999999924386e-01  1.151893040251656e-06  7.088544546731115e+04 -1.639881771659423e-01 
 3.311311214825905e+00 -9.999999999923140e-01  1.178724075946178e-06  7.088544546729173e+04 -1.678079525107537e-01 
 3.388441561392020e+00 -9.999999999921829e-01  1.206180086747986e-06  7.088544546727143e+04 -1.717167018531819e-01 
 3.467368504525310e+00 -9.999999999920477e-01  1.234275630197435e-06  7.088544546724988e+04 -1.757164976638649e-01 
 3.548133892335748e+00 -9.999999999919045e-01  1.263025602923547e-06  7.088544546722747e+04 -1.798094606874877e-01 
 3.630780547701007e+00 -9.999999999917540e-01  1.292445248542423e-06  7.088544546720436e+04 -1.839977610672234e-01 
