assertion_id	source_file	source_sha256	physical_line	source_literal	guard_containment	category	observed_values	upstream_v4_assertion	provenance_class
BRIDGE_BASE	vbicload.c	b3abd28a43ee30204673eb1ea6f6fd5de0b049e2e03de168b25b94a2f86e2dcf	N/A	retained patched base vbicload.c (V2 origin instrumentation retained unchanged)	N/A	bridge	base 180328 B / 4159 lines	V2 origin patch ae2c5e77 applied	bridge_row
BRIDGE_PATCH	vbicload.c	8a67afa2d84f3c83279d23ccc48235524e0680527575c2830a02632cad235af9	N/A	NGSPICE46-VBIC-TEMPNODE-STAMP-DIAGNOSTIC-V3.patch (SHA-256 8a67afa2d84f3c83279d23ccc48235524e0680527575c2830a02632cad235af9, 15137 B)	N/A	bridge	numstat 120 additions / 0 deletions; GNU patch dry-run exit 0; git apply --check exit 0; fresh -p0 apply byte-identical=True	applies to base b3abd28a	bridge_row
BRIDGE_APPLIED	vbicload.c	ee6b2aa917c57a79d1694f885fa9b2ac593c5750da92b910ed2bae1eacdb27c9	N/A	applied source vbicload_stamp_diagnostic_v3.c	N/A	bridge	applied 4279 lines	base + patch	bridge_row
BRIDGE_GATING_PROOF	vbicload.c	ee6b2aa917c57a79d1694f885fa9b2ac593c5750da92b910ed2bae1eacdb27c9	N/A	exact gating claim: 105 guarded observation statements; predicate construction is the necessary exception	N/A	bridge	mechanical proof: selfheat block applied lines 1338..1633; added lines outside block=0; guarded observation statements=105 (pre 35 / post 35 / report 35), each prefixed by if (stamp_diag_active); ungated observation statements=0; necessary exceptions: 4 declarations + stamp_diag_active predicate construction + macro definition body (not statements); predicate construction runs only inside the selfheat block and reads only here->VBICname; all matrix/RHS/contribution observations and all runtime once-flag writes are additionally exact-target guarded	requirement 1	bridge_row
BRIDGE_ISFINITE	vbicload.c	ee6b2aa917c57a79d1694f885fa9b2ac593c5750da92b910ed2bae1eacdb27c9	N/A	detection and flags use isfinite() for pre/contribution/post (covers NaN and both infinities); flags printed as isfinite=0/1 with %a values	N/A	bridge	added lines contain 0 isnan tests	requirement 2	bridge_row
BRIDGE_WRITES	vbicload.c	ee6b2aa917c57a79d1694f885fa9b2ac593c5750da92b910ed2bae1eacdb27c9	N/A	zero added circuit/model/state/matrix/RHS writes; pre/post observation assignments and runtime once-flag writes are target-gated	N/A	bridge	mechanical write scan of 120 added lines: CKTstate touches=0, CKTrhsOld touches=0, accumulator += writes=0, matrix pointer += writes=0, here->VBIC field writes=0; stamp_diag_pre/post observation assignments and the runtime once-flag stamp_diag_printed write are target-gated (if (stamp_diag_active)); stamp_diag_active is the explicit selfheat-only predicate-construction exception and reads only here->VBICname; declarations are uninitialized except the static once flag; original stamp statements unchanged	requirement 3	bridge_row
BRIDGE_UNDEF	vbicload.c	ee6b2aa917c57a79d1694f885fa9b2ac593c5750da92b910ed2bae1eacdb27c9	N/A	#undef STAMP_DIAG_REPORT after last instrumented site	N/A	bridge	#undef STAMP_DIAG_REPORT verified at applied line 1625, immediately after the last instrumented site (base line 1505 instrumentation)	requirement 4	bridge_row
STAMP_RTH	vbicload.c	b3abd28a43ee30204673eb1ea6f6fd5de0b049e2e03de168b25b94a2f86e2dcf	1455	                *(here->VBICtempTempPtr) +=  Irth_Vrth;	selfheat block; unchanged statement at applied line 1470; 3 target-gated statements inserted	matrix_stamp	pre/contribution(Irth_Vrth)/post with isfinite flags	STAMP_RTH	stamp_site
STAMP_CTH_RHS	vbicload.c	b3abd28a43ee30204673eb1ea6f6fd5de0b049e2e03de168b25b94a2f86e2dcf	1460	                *(ckt->CKTrhs + here->VBICtempNode) += -rhs_current;	selfheat block; unchanged statement at applied line 1478; 3 target-gated statements inserted	rhs_accumulator	pre/contribution(-rhs_current)/post with isfinite flags	STAMP_CTH_RHS	stamp_site
STAMP_CTH_JAC	vbicload.c	b3abd28a43ee30204673eb1ea6f6fd5de0b049e2e03de168b25b94a2f86e2dcf	1461	                *(here->VBICtempTempPtr) +=  Icth_Vrth;	selfheat block; unchanged statement at applied line 1482; 3 target-gated statements inserted	matrix_stamp	pre/contribution(Icth_Vrth)/post with isfinite flags	STAMP_CTH_JAC	stamp_site
STAMP_ITH_RHS	vbicload.c	b3abd28a43ee30204673eb1ea6f6fd5de0b049e2e03de168b25b94a2f86e2dcf	1472	                *(ckt->CKTrhs + here->VBICtempNode) += rhs_current;	selfheat block; unchanged statement at applied line 1496; 3 target-gated statements inserted	rhs_accumulator	pre/contribution(rhs_current)/post with isfinite flags	STAMP_ITH_RHS	stamp_site
STAMP_ITH_VRTH_JAC	vbicload.c	b3abd28a43ee30204673eb1ea6f6fd5de0b049e2e03de168b25b94a2f86e2dcf	1474	                *(here->VBICtempTempPtr)   += -Ith_Vrth;	selfheat block; unchanged statement at applied line 1501; 3 target-gated statements inserted	matrix_stamp	pre/contribution(-Ith_Vrth)/post with isfinite flags	STAMP_ITH_VRTH_JAC	stamp_site
STAMP_ITH_VBEI_1	vbicload.c	b3abd28a43ee30204673eb1ea6f6fd5de0b049e2e03de168b25b94a2f86e2dcf	1476	                *(here->VBICtempBaseBIPtr) += -Ith_Vbei;	selfheat block; unchanged statement at applied line 1506; 3 target-gated statements inserted	matrix_stamp	pre/contribution(-Ith_Vbei)/post with isfinite flags	STAMP_ITH_VBEI_1	stamp_site
STAMP_ITH_VBEI_2	vbicload.c	b3abd28a43ee30204673eb1ea6f6fd5de0b049e2e03de168b25b94a2f86e2dcf	1477	                *(here->VBICtempEmitEIPtr) += +Ith_Vbei;	selfheat block; unchanged statement at applied line 1510; 3 target-gated statements inserted	matrix_stamp	pre/contribution(+Ith_Vbei)/post with isfinite flags	STAMP_ITH_VBEI_2	stamp_site
STAMP_ITH_VBCI_1	vbicload.c	b3abd28a43ee30204673eb1ea6f6fd5de0b049e2e03de168b25b94a2f86e2dcf	1478	                *(here->VBICtempBaseBIPtr) += -Ith_Vbci;	selfheat block; unchanged statement at applied line 1514; 3 target-gated statements inserted	matrix_stamp	pre/contribution(-Ith_Vbci)/post with isfinite flags	STAMP_ITH_VBCI_1	stamp_site
STAMP_ITH_VBCI_2	vbicload.c	b3abd28a43ee30204673eb1ea6f6fd5de0b049e2e03de168b25b94a2f86e2dcf	1479	                *(here->VBICtempCollCIPtr) += +Ith_Vbci;	selfheat block; unchanged statement at applied line 1518; 3 target-gated statements inserted	matrix_stamp	pre/contribution(+Ith_Vbci)/post with isfinite flags	STAMP_ITH_VBCI_2	stamp_site
STAMP_ITH_VCEI_1	vbicload.c	b3abd28a43ee30204673eb1ea6f6fd5de0b049e2e03de168b25b94a2f86e2dcf	1480	                *(here->VBICtempCollCIPtr) += -Ith_Vcei;	selfheat block; unchanged statement at applied line 1522; 3 target-gated statements inserted	matrix_stamp	pre/contribution(-Ith_Vcei)/post with isfinite flags	STAMP_ITH_VCEI_1	stamp_site
STAMP_ITH_VCEI_2	vbicload.c	b3abd28a43ee30204673eb1ea6f6fd5de0b049e2e03de168b25b94a2f86e2dcf	1481	                *(here->VBICtempEmitEIPtr) += +Ith_Vcei;	selfheat block; unchanged statement at applied line 1526; 3 target-gated statements inserted	matrix_stamp	pre/contribution(+Ith_Vcei)/post with isfinite flags	STAMP_ITH_VCEI_2	stamp_site
STAMP_ITH_VBEX_1	vbicload.c	b3abd28a43ee30204673eb1ea6f6fd5de0b049e2e03de168b25b94a2f86e2dcf	1482	                *(here->VBICtempBaseBXPtr) += -Ith_Vbex;	selfheat block; unchanged statement at applied line 1530; 3 target-gated statements inserted	matrix_stamp	pre/contribution(-Ith_Vbex)/post with isfinite flags	STAMP_ITH_VBEX_1	stamp_site
STAMP_ITH_VBEX_2	vbicload.c	b3abd28a43ee30204673eb1ea6f6fd5de0b049e2e03de168b25b94a2f86e2dcf	1483	                *(here->VBICtempEmitEIPtr) += +Ith_Vbex;	selfheat block; unchanged statement at applied line 1534; 3 target-gated statements inserted	matrix_stamp	pre/contribution(+Ith_Vbex)/post with isfinite flags	STAMP_ITH_VBEX_2	stamp_site
STAMP_ITH_VBEP_1	vbicload.c	b3abd28a43ee30204673eb1ea6f6fd5de0b049e2e03de168b25b94a2f86e2dcf	1484	                *(here->VBICtempBaseBXPtr) += -Ith_Vbep;	selfheat block; unchanged statement at applied line 1538; 3 target-gated statements inserted	matrix_stamp	pre/contribution(-Ith_Vbep)/post with isfinite flags	STAMP_ITH_VBEP_1	stamp_site
