Device;Net1;Net2;Capacitance [fF];Resistance [Ω]
C1;CTX_L10_0;CTX_L10_1;0.262;
C2;CTX_L10_0;CTX_L126_0;0.08;
C3;CTX_L10_0;CTX_L50_0;0.01;
C4;CTX_L10_0;CTX_L50_1;0.012;
C5;CTX_L10_0;CTX_L50_2;0.015;
C6;CTX_L10_0;CTX_L50_3;0.019;
C7;CTX_L10_0;CTX_L50_4;0.023;
C8;CTX_L10_0;CTX_L50_5;0.072;
C9;CTX_L10_0;CTX_L50_6;0.08;
C10;CTX_L10_0;CTX_L50_7;0.023;
C11;CTX_L10_0;CTX_L50_8;0.012;
C12;CTX_L10_0;VSUBS;1.262;
C13;CTX_L10_1;CTX_L10_2;1.127;
C14;CTX_L10_1;CTX_L126_0;0.06;
C15;CTX_L10_1;CTX_L50_10;0.031;
C16;CTX_L10_1;CTX_L50_6;0.012;
C17;CTX_L10_1;CTX_L50_7;0.019;
C18;CTX_L10_1;CTX_L50_8;0.031;
C19;CTX_L10_1;CTX_L50_9;0.092;
C20;CTX_L10_1;CTX_L8_11;0.001;
C21;CTX_L10_1;VSUBS;0.718;
C22;CTX_L10_2;CTX_L10_3;3.318;
C23;CTX_L10_2;CTX_L50_10;0.031;
C24;CTX_L10_2;CTX_L50_11;0.092;
C25;CTX_L10_2;CTX_L8_11;0.002;
C26;CTX_L10_2;VSUBS;0.295;
C27;CTX_L10_3;CTX_L10_4;3.318;
C28;CTX_L10_3;CTX_L126_0;0.03;
C29;CTX_L10_3;CTX_L126_1;0.022;
C30;CTX_L10_3;CTX_L50_11;0.05;
C31;CTX_L10_3;CTX_L8_11;0.002;
C32;CTX_L10_3;N;0.05;
C33;CTX_L10_3;VSUBS;0.201;
C34;CTX_L10_4;CTX_L10_5;0.31;
C35;CTX_L10_4;CTX_L50_14;0.027;
C36;CTX_L10_4;CTX_L50_15;0.023;
C37;CTX_L10_4;CTX_L50_16;0.019;
C38;CTX_L10_4;CTX_L8_11;0.002;
C39;CTX_L10_4;N;0.092;
C40;CTX_L10_4;P;0.031;
C41;CTX_L10_4;VSUBS;0.577;
C42;CTX_L10_5;CTX_L10_6;1.127;
C43;CTX_L10_5;CTX_L126_0;0.018;
C44;CTX_L10_5;CTX_L126_1;0.055;
C45;CTX_L10_5;CTX_L50_14;0.019;
C46;CTX_L10_5;CTX_L50_15;0.023;
C47;CTX_L10_5;CTX_L50_16;0.072;
C48;CTX_L10_5;CTX_L50_17;0.08;
C49;CTX_L10_5;CTX_L8_11;0.01;
C50;CTX_L10_5;P;0.015;
C51;CTX_L10_5;VSUBS;0.672;
C52;CTX_L10_6;CTX_L126_1;0.049;
C53;CTX_L10_6;CTX_L50_17;0.031;
C54;CTX_L10_6;CTX_L50_18;0.092;
C55;CTX_L10_6;CTX_L50_19;0.031;
C56;CTX_L10_6;CTX_L50_20;0.023;
C57;CTX_L10_6;CTX_L50_21;0.012;
C58;CTX_L10_6;CTX_L50_22;0.002;
C59;CTX_L10_6;CTX_L8_0;0.0;
C60;CTX_L10_6;CTX_L8_1;0.0;
C61;CTX_L10_6;CTX_L8_10;0.0;
C62;CTX_L10_6;CTX_L8_11;0.075;
C63;CTX_L10_6;CTX_L8_12;0.004;
C64;CTX_L10_6;CTX_L8_13;0.0;
C65;CTX_L10_6;CTX_L8_2;0.0;
C66;CTX_L10_6;CTX_L8_3;0.0;
C67;CTX_L10_6;CTX_L8_4;0.0;
C68;CTX_L10_6;CTX_L8_5;0.0;
C69;CTX_L10_6;CTX_L8_6;0.0;
C70;CTX_L10_6;CTX_L8_7;0.0;
C71;CTX_L10_6;CTX_L8_8;0.0;
C72;CTX_L10_6;CTX_L8_9;0.0;
C73;CTX_L10_6;VSUBS;0.873;
C74;CTX_L126_0;CTX_L126_1;0.616;
C75;CTX_L126_0;CTX_L50_0;0.013;
C76;CTX_L126_0;CTX_L50_1;0.015;
C77;CTX_L126_0;CTX_L50_10;0.063;
C78;CTX_L126_0;CTX_L50_11;0.058;
C79;CTX_L126_0;CTX_L50_14;0.03;
C80;CTX_L126_0;CTX_L50_15;0.025;
C81;CTX_L126_0;CTX_L50_16;0.021;
C82;CTX_L126_0;CTX_L50_2;0.018;
C83;CTX_L126_0;CTX_L50_3;0.021;
C84;CTX_L126_0;CTX_L50_4;0.025;
C85;CTX_L126_0;CTX_L50_5;0.031;
C86;CTX_L126_0;CTX_L50_6;0.052;
C87;CTX_L126_0;CTX_L50_7;0.202;
C88;CTX_L126_0;CTX_L50_8;0.263;
C89;CTX_L126_0;CTX_L50_9;0.117;
C90;CTX_L126_0;CTX_L8_11;0.006;
C91;CTX_L126_0;N;0.043;
C92;CTX_L126_0;P;0.036;
C93;CTX_L126_0;VSUBS;1.154;
C94;CTX_L126_1;CTX_L50_10;0.016;
C95;CTX_L126_1;CTX_L50_11;0.019;
C96;CTX_L126_1;CTX_L50_14;0.039;
C97;CTX_L126_1;CTX_L50_15;0.046;
C98;CTX_L126_1;CTX_L50_16;0.079;
